# lambda [um], beta [deg], x [micron]
2.840000e+00,9.211804e-01,9.165039e+02
2.845000e+00,9.203362e-01,9.156638e+02
2.850000e+00,9.194906e-01,9.148224e+02
2.855000e+00,9.186436e-01,9.139796e+02
2.860000e+00,9.177952e-01,9.131354e+02
2.865000e+00,9.169455e-01,9.122898e+02
2.870000e+00,9.160944e-01,9.114429e+02
2.875000e+00,9.152419e-01,9.105946e+02
2.880000e+00,9.143880e-01,9.097449e+02
2.885000e+00,9.135328e-01,9.088938e+02
2.890000e+00,9.126762e-01,9.080414e+02
2.895000e+00,9.118181e-01,9.071876e+02
2.900000e+00,9.109587e-01,9.063324e+02
2.905000e+00,9.100980e-01,9.054759e+02
2.910000e+00,9.092358e-01,9.046180e+02
2.915000e+00,9.083722e-01,9.037586e+02
2.920000e+00,9.075073e-01,9.028979e+02
2.925000e+00,9.066409e-01,9.020359e+02
2.930000e+00,9.057732e-01,9.011724e+02
2.935000e+00,9.049041e-01,9.003075e+02
2.940000e+00,9.040336e-01,8.994413e+02
2.945000e+00,9.031617e-01,8.985737e+02
2.950000e+00,9.022884e-01,8.977047e+02
2.955000e+00,9.014137e-01,8.968343e+02
2.960000e+00,9.005376e-01,8.959625e+02
2.965000e+00,8.996601e-01,8.950893e+02
2.970000e+00,8.987812e-01,8.942147e+02
2.975000e+00,8.979009e-01,8.933388e+02
2.980000e+00,8.970192e-01,8.924614e+02
2.985000e+00,8.961361e-01,8.915826e+02
2.990000e+00,8.952516e-01,8.907025e+02
2.995000e+00,8.943657e-01,8.898209e+02
3.000000e+00,8.934784e-01,8.889380e+02
3.005000e+00,8.925896e-01,8.880536e+02
3.010000e+00,8.916995e-01,8.871679e+02
3.015000e+00,8.908080e-01,8.862807e+02
3.020000e+00,8.899150e-01,8.853922e+02
3.025000e+00,8.890207e-01,8.845022e+02
3.030000e+00,8.881249e-01,8.836109e+02
3.035000e+00,8.872277e-01,8.827181e+02
3.040000e+00,8.863291e-01,8.818240e+02
3.045000e+00,8.854291e-01,8.809284e+02
3.050000e+00,8.845277e-01,8.800314e+02
3.055000e+00,8.836249e-01,8.791330e+02
3.060000e+00,8.827206e-01,8.782332e+02
3.065000e+00,8.818150e-01,8.773320e+02
3.070000e+00,8.809079e-01,8.764294e+02
3.075000e+00,8.799994e-01,8.755254e+02
3.080000e+00,8.790894e-01,8.746199e+02
3.085000e+00,8.781781e-01,8.737130e+02
3.090000e+00,8.772653e-01,8.728048e+02
3.095000e+00,8.763511e-01,8.718951e+02
3.100000e+00,8.754355e-01,8.709840e+02
3.105000e+00,8.745184e-01,8.700714e+02
3.110000e+00,8.735999e-01,8.691575e+02
3.115000e+00,8.726800e-01,8.682421e+02
3.120000e+00,8.717587e-01,8.673253e+02
3.125000e+00,8.708360e-01,8.664071e+02
3.130000e+00,8.699118e-01,8.654875e+02
3.135000e+00,8.689862e-01,8.645665e+02
3.140000e+00,8.680591e-01,8.636440e+02
3.145000e+00,8.671306e-01,8.627201e+02
3.150000e+00,8.662007e-01,8.617948e+02
3.155000e+00,8.652694e-01,8.608680e+02
3.160000e+00,8.643366e-01,8.599398e+02
3.165000e+00,8.634024e-01,8.590102e+02
3.170000e+00,8.624667e-01,8.580792e+02
3.175000e+00,8.615296e-01,8.571467e+02
3.180000e+00,8.605911e-01,8.562128e+02
3.185000e+00,8.596511e-01,8.552775e+02
3.190000e+00,8.587097e-01,8.543407e+02
3.195000e+00,8.577669e-01,8.534025e+02
3.200000e+00,8.568226e-01,8.524629e+02
3.205000e+00,8.558768e-01,8.515219e+02
3.210000e+00,8.549297e-01,8.505794e+02
3.215000e+00,8.539810e-01,8.496354e+02
3.220000e+00,8.530310e-01,8.486901e+02
3.225000e+00,8.520795e-01,8.477432e+02
3.230000e+00,8.511265e-01,8.467950e+02
3.235000e+00,8.501721e-01,8.458453e+02
3.240000e+00,8.492163e-01,8.448942e+02
3.245000e+00,8.482589e-01,8.439416e+02
3.250000e+00,8.473002e-01,8.429876e+02
3.255000e+00,8.463400e-01,8.420322e+02
3.260000e+00,8.453783e-01,8.410753e+02
3.265000e+00,8.444152e-01,8.401169e+02
3.270000e+00,8.434507e-01,8.391571e+02
3.275000e+00,8.424847e-01,8.381959e+02
3.280000e+00,8.415172e-01,8.372332e+02
3.285000e+00,8.405483e-01,8.362691e+02
3.290000e+00,8.395779e-01,8.353035e+02
3.295000e+00,8.386061e-01,8.343365e+02
3.300000e+00,8.376328e-01,8.333680e+02
3.305000e+00,8.366580e-01,8.323981e+02
3.310000e+00,8.356818e-01,8.314267e+02
3.315000e+00,8.347042e-01,8.304539e+02
3.320000e+00,8.337250e-01,8.294796e+02
3.325000e+00,8.327445e-01,8.285039e+02
3.330000e+00,8.317624e-01,8.275267e+02
3.335000e+00,8.307789e-01,8.265481e+02
3.340000e+00,8.297939e-01,8.255680e+02
3.345000e+00,8.288075e-01,8.245864e+02
3.350000e+00,8.278196e-01,8.236034e+02
3.355000e+00,8.268302e-01,8.226189e+02
3.360000e+00,8.258394e-01,8.216330e+02
3.365000e+00,8.248471e-01,8.206456e+02
3.370000e+00,8.238533e-01,8.196568e+02
3.375000e+00,8.228581e-01,8.186665e+02
3.380000e+00,8.218613e-01,8.176747e+02
3.385000e+00,8.208632e-01,8.166815e+02
3.390000e+00,8.198635e-01,8.156868e+02
3.395000e+00,8.188624e-01,8.146906e+02
3.400000e+00,8.178598e-01,8.136930e+02
3.405000e+00,8.168557e-01,8.126939e+02
3.410000e+00,8.158502e-01,8.116934e+02
3.415000e+00,8.148432e-01,8.106914e+02
3.420000e+00,8.138347e-01,8.096879e+02
3.425000e+00,8.128247e-01,8.086829e+02
3.430000e+00,8.118133e-01,8.076765e+02
3.435000e+00,8.108004e-01,8.066686e+02
3.440000e+00,8.097860e-01,8.056592e+02
3.445000e+00,8.087701e-01,8.046484e+02
3.450000e+00,8.077527e-01,8.036361e+02
3.455000e+00,8.067339e-01,8.026223e+02
3.460000e+00,8.057136e-01,8.016071e+02
3.465000e+00,8.046918e-01,8.005903e+02
3.470000e+00,8.036685e-01,7.995721e+02
3.475000e+00,8.026437e-01,7.985525e+02
3.480000e+00,8.016175e-01,7.975313e+02
3.485000e+00,8.005898e-01,7.965087e+02
3.490000e+00,7.995605e-01,7.954846e+02
3.495000e+00,7.985298e-01,7.944590e+02
3.500000e+00,7.974977e-01,7.934320e+02
3.505000e+00,7.964640e-01,7.924034e+02
3.510000e+00,7.954288e-01,7.913734e+02
3.515000e+00,7.943922e-01,7.903419e+02
3.520000e+00,7.933540e-01,7.893089e+02
3.525000e+00,7.923144e-01,7.882745e+02
3.530000e+00,7.912733e-01,7.872385e+02
3.535000e+00,7.902307e-01,7.862011e+02
3.540000e+00,7.891866e-01,7.851622e+02
3.545000e+00,7.881410e-01,7.841218e+02
3.550000e+00,7.870939e-01,7.830799e+02
3.555000e+00,7.860453e-01,7.820366e+02
3.560000e+00,7.849952e-01,7.809917e+02
3.565000e+00,7.839437e-01,7.799454e+02
3.570000e+00,7.828906e-01,7.788975e+02
3.575000e+00,7.818360e-01,7.778482e+02
3.580000e+00,7.807800e-01,7.767974e+02
3.585000e+00,7.797224e-01,7.757451e+02
3.590000e+00,7.786634e-01,7.746913e+02
3.595000e+00,7.776028e-01,7.736361e+02
3.600000e+00,7.765408e-01,7.725793e+02
3.605000e+00,7.754772e-01,7.715210e+02
3.610000e+00,7.744121e-01,7.704613e+02
3.615000e+00,7.733456e-01,7.694001e+02
3.620000e+00,7.722775e-01,7.683373e+02
3.625000e+00,7.712080e-01,7.672731e+02
3.630000e+00,7.701369e-01,7.662073e+02
3.635000e+00,7.690643e-01,7.651401e+02
3.640000e+00,7.679903e-01,7.640714e+02
3.645000e+00,7.669147e-01,7.630012e+02
3.650000e+00,7.658376e-01,7.619295e+02
3.655000e+00,7.647590e-01,7.608562e+02
3.660000e+00,7.636789e-01,7.597815e+02
3.665000e+00,7.625973e-01,7.587053e+02
3.670000e+00,7.615142e-01,7.576276e+02
3.675000e+00,7.604295e-01,7.565484e+02
3.680000e+00,7.593434e-01,7.554677e+02
3.685000e+00,7.582558e-01,7.543854e+02
3.690000e+00,7.571666e-01,7.533017e+02
3.695000e+00,7.560759e-01,7.522165e+02
3.700000e+00,7.549837e-01,7.511297e+02
3.705000e+00,7.538900e-01,7.500415e+02
3.710000e+00,7.527948e-01,7.489518e+02
3.715000e+00,7.516981e-01,7.478605e+02
3.720000e+00,7.505999e-01,7.467677e+02
3.725000e+00,7.495001e-01,7.456735e+02
3.730000e+00,7.483988e-01,7.445777e+02
3.735000e+00,7.472960e-01,7.434804e+02
3.740000e+00,7.461917e-01,7.423816e+02
3.745000e+00,7.450859e-01,7.412813e+02
3.750000e+00,7.439786e-01,7.401795e+02
3.755000e+00,7.428697e-01,7.390762e+02
3.760000e+00,7.417593e-01,7.379713e+02
3.765000e+00,7.406474e-01,7.368650e+02
3.770000e+00,7.395340e-01,7.357571e+02
3.775000e+00,7.384190e-01,7.346478e+02
3.780000e+00,7.373026e-01,7.335369e+02
3.785000e+00,7.361846e-01,7.324245e+02
3.790000e+00,7.350651e-01,7.313105e+02
3.795000e+00,7.339440e-01,7.301951e+02
3.800000e+00,7.328214e-01,7.290781e+02
3.805000e+00,7.316974e-01,7.279597e+02
3.810000e+00,7.305717e-01,7.268397e+02
3.815000e+00,7.294446e-01,7.257182e+02
3.820000e+00,7.283159e-01,7.245951e+02
3.825000e+00,7.271857e-01,7.234706e+02
3.830000e+00,7.260540e-01,7.223445e+02
3.835000e+00,7.249207e-01,7.212169e+02
3.840000e+00,7.237859e-01,7.200878e+02
3.845000e+00,7.226496e-01,7.189572e+02
3.850000e+00,7.215118e-01,7.178250e+02
3.855000e+00,7.203724e-01,7.166913e+02
3.860000e+00,7.192315e-01,7.155561e+02
3.865000e+00,7.180890e-01,7.144194e+02
3.870000e+00,7.169450e-01,7.132811e+02
3.875000e+00,7.157995e-01,7.121414e+02
3.880000e+00,7.146525e-01,7.110001e+02
3.885000e+00,7.135039e-01,7.098572e+02
3.890000e+00,7.123537e-01,7.087129e+02
3.895000e+00,7.112021e-01,7.075670e+02
3.900000e+00,7.100489e-01,7.064195e+02
3.905000e+00,7.088941e-01,7.052706e+02
3.910000e+00,7.077379e-01,7.041201e+02
3.915000e+00,7.065801e-01,7.029681e+02
3.920000e+00,7.054207e-01,7.018146e+02
3.925000e+00,7.042598e-01,7.006595e+02
3.930000e+00,7.030974e-01,6.995029e+02
3.935000e+00,7.019334e-01,6.983447e+02
3.940000e+00,7.007679e-01,6.971851e+02
3.945000e+00,6.996008e-01,6.960238e+02
3.950000e+00,6.984322e-01,6.948611e+02
3.955000e+00,6.972621e-01,6.936968e+02
3.960000e+00,6.960904e-01,6.925310e+02
3.965000e+00,6.949171e-01,6.913636e+02
3.970000e+00,6.937423e-01,6.901948e+02
3.975000e+00,6.925660e-01,6.890243e+02
3.980000e+00,6.913881e-01,6.878524e+02
3.985000e+00,6.902087e-01,6.866788e+02
3.990000e+00,6.890277e-01,6.855038e+02
3.995000e+00,6.878452e-01,6.843272e+02
4.000000e+00,6.866611e-01,6.831491e+02
4.005000e+00,6.854755e-01,6.819694e+02
4.010000e+00,6.842884e-01,6.807882e+02
4.015000e+00,6.830996e-01,6.796054e+02
4.020000e+00,6.819094e-01,6.784211e+02
4.025000e+00,6.807175e-01,6.772353e+02
4.030000e+00,6.795241e-01,6.760479e+02
4.035000e+00,6.783292e-01,6.748590e+02
4.040000e+00,6.771327e-01,6.736685e+02
4.045000e+00,6.759347e-01,6.724765e+02
4.050000e+00,6.747351e-01,6.712829e+02
4.055000e+00,6.735339e-01,6.700878e+02
4.060000e+00,6.723312e-01,6.688911e+02
4.065000e+00,6.711269e-01,6.676929e+02
4.070000e+00,6.699211e-01,6.664931e+02
4.075000e+00,6.687137e-01,6.652918e+02
4.080000e+00,6.675048e-01,6.640890e+02
4.085000e+00,6.662943e-01,6.628845e+02
4.090000e+00,6.650822e-01,6.616786e+02
4.095000e+00,6.638686e-01,6.604711e+02
4.100000e+00,6.626534e-01,6.592620e+02
4.105000e+00,6.614367e-01,6.580514e+02
4.110000e+00,6.602184e-01,6.568392e+02
4.115000e+00,6.589985e-01,6.556254e+02
4.120000e+00,6.577771e-01,6.544102e+02
4.125000e+00,6.565541e-01,6.531933e+02
4.130000e+00,6.553295e-01,6.519749e+02
4.135000e+00,6.541034e-01,6.507549e+02
4.140000e+00,6.528757e-01,6.495334e+02
4.145000e+00,6.516464e-01,6.483103e+02
4.150000e+00,6.504156e-01,6.470857e+02
4.155000e+00,6.491832e-01,6.458595e+02
4.160000e+00,6.479492e-01,6.446318e+02
4.165000e+00,6.467137e-01,6.434025e+02
4.170000e+00,6.454766e-01,6.421716e+02
4.175000e+00,6.442379e-01,6.409391e+02
4.180000e+00,6.429977e-01,6.397051e+02
4.185000e+00,6.417558e-01,6.384696e+02
4.190000e+00,6.405124e-01,6.372325e+02
4.195000e+00,6.392675e-01,6.359938e+02
4.200000e+00,6.380209e-01,6.347535e+02
4.205000e+00,6.367728e-01,6.335117e+02
4.210000e+00,6.355232e-01,6.322683e+02
4.215000e+00,6.342719e-01,6.310234e+02
4.220000e+00,6.330191e-01,6.297768e+02
4.225000e+00,6.317647e-01,6.285288e+02
4.230000e+00,6.305087e-01,6.272791e+02
4.235000e+00,6.292511e-01,6.260279e+02
4.240000e+00,6.279920e-01,6.247751e+02
4.245000e+00,6.267312e-01,6.235207e+02
4.250000e+00,6.254689e-01,6.222648e+02
4.255000e+00,6.242051e-01,6.210073e+02
4.260000e+00,6.229396e-01,6.197482e+02
4.265000e+00,6.216726e-01,6.184876e+02
4.270000e+00,6.204039e-01,6.172253e+02
4.275000e+00,6.191337e-01,6.159615e+02
4.280000e+00,6.178620e-01,6.146962e+02
4.285000e+00,6.165886e-01,6.134292e+02
4.290000e+00,6.153136e-01,6.121607e+02
4.295000e+00,6.140371e-01,6.108906e+02
4.300000e+00,6.127590e-01,6.096190e+02
4.305000e+00,6.114793e-01,6.083457e+02
4.310000e+00,6.101980e-01,6.070709e+02
4.315000e+00,6.089151e-01,6.057945e+02
4.320000e+00,6.076306e-01,6.045165e+02
4.325000e+00,6.063446e-01,6.032369e+02
4.330000e+00,6.050569e-01,6.019558e+02
4.335000e+00,6.037677e-01,6.006731e+02
4.340000e+00,6.024769e-01,5.993888e+02
4.345000e+00,6.011845e-01,5.981029e+02
4.350000e+00,5.998904e-01,5.968154e+02
4.355000e+00,5.985949e-01,5.955264e+02
4.360000e+00,5.972977e-01,5.942357e+02
4.365000e+00,5.959989e-01,5.929435e+02
4.370000e+00,5.946985e-01,5.916497e+02
4.375000e+00,5.933965e-01,5.903543e+02
4.380000e+00,5.920930e-01,5.890574e+02
4.385000e+00,5.907878e-01,5.877588e+02
4.390000e+00,5.894811e-01,5.864587e+02
4.395000e+00,5.881727e-01,5.851569e+02
4.400000e+00,5.868628e-01,5.838536e+02
4.405000e+00,5.855512e-01,5.825487e+02
4.410000e+00,5.842381e-01,5.812422e+02
4.415000e+00,5.829233e-01,5.799341e+02
4.420000e+00,5.816070e-01,5.786244e+02
4.425000e+00,5.802891e-01,5.773132e+02
4.430000e+00,5.789695e-01,5.760003e+02
4.435000e+00,5.776484e-01,5.746858e+02
4.440000e+00,5.763256e-01,5.733698e+02
4.445000e+00,5.750013e-01,5.720522e+02
4.450000e+00,5.736753e-01,5.707329e+02
4.455000e+00,5.723478e-01,5.694121e+02
4.460000e+00,5.710186e-01,5.680897e+02
4.465000e+00,5.696879e-01,5.667656e+02
4.470000e+00,5.683555e-01,5.654400e+02
4.475000e+00,5.670215e-01,5.641128e+02
4.480000e+00,5.656860e-01,5.627840e+02
4.485000e+00,5.643488e-01,5.614536e+02
4.490000e+00,5.630100e-01,5.601216e+02
4.495000e+00,5.616696e-01,5.587880e+02
4.500000e+00,5.603276e-01,5.574528e+02
4.505000e+00,5.589840e-01,5.561160e+02
4.510000e+00,5.576387e-01,5.547775e+02
4.515000e+00,5.562919e-01,5.534375e+02
4.520000e+00,5.549435e-01,5.520959e+02
4.525000e+00,5.535934e-01,5.507527e+02
4.530000e+00,5.522417e-01,5.494079e+02
4.535000e+00,5.508884e-01,5.480615e+02
4.540000e+00,5.495335e-01,5.467134e+02
4.545000e+00,5.481770e-01,5.453638e+02
4.550000e+00,5.468189e-01,5.440125e+02
4.555000e+00,5.454591e-01,5.426597e+02
4.560000e+00,5.440978e-01,5.413052e+02
4.565000e+00,5.427348e-01,5.399492e+02
4.570000e+00,5.413702e-01,5.385915e+02
4.575000e+00,5.400040e-01,5.372322e+02
4.580000e+00,5.386362e-01,5.358713e+02
4.585000e+00,5.372667e-01,5.345088e+02
4.590000e+00,5.358956e-01,5.331447e+02
4.595000e+00,5.345230e-01,5.317790e+02
4.600000e+00,5.331486e-01,5.304117e+02
4.605000e+00,5.317727e-01,5.290427e+02
4.610000e+00,5.303952e-01,5.276722e+02
4.615000e+00,5.290160e-01,5.263000e+02
4.620000e+00,5.276352e-01,5.249262e+02
4.625000e+00,5.262528e-01,5.235508e+02
4.630000e+00,5.248687e-01,5.221738e+02
4.635000e+00,5.234830e-01,5.207951e+02
4.640000e+00,5.220957e-01,5.194149e+02
4.645000e+00,5.207068e-01,5.180330e+02
4.650000e+00,5.193163e-01,5.166495e+02
4.655000e+00,5.179241e-01,5.152644e+02
4.660000e+00,5.165303e-01,5.138777e+02
4.665000e+00,5.151348e-01,5.124893e+02
4.670000e+00,5.137378e-01,5.110994e+02
4.675000e+00,5.123391e-01,5.097078e+02
4.680000e+00,5.109387e-01,5.083146e+02
4.685000e+00,5.095368e-01,5.069198e+02
4.690000e+00,5.081332e-01,5.055233e+02
4.695000e+00,5.067280e-01,5.041252e+02
4.700000e+00,5.053211e-01,5.027255e+02
4.705000e+00,5.039126e-01,5.013242e+02
4.710000e+00,5.025025e-01,4.999212e+02
4.715000e+00,5.010907e-01,4.985167e+02
4.720000e+00,4.996774e-01,4.971105e+02
4.725000e+00,4.982623e-01,4.957026e+02
4.730000e+00,4.968457e-01,4.942932e+02
4.735000e+00,4.954274e-01,4.928821e+02
4.740000e+00,4.940074e-01,4.914694e+02
4.745000e+00,4.925858e-01,4.900550e+02
4.750000e+00,4.911626e-01,4.886390e+02
4.755000e+00,4.897378e-01,4.872214e+02
4.760000e+00,4.883113e-01,4.858022e+02
4.765000e+00,4.868831e-01,4.843813e+02
4.770000e+00,4.854533e-01,4.829588e+02
4.775000e+00,4.840219e-01,4.815347e+02
4.780000e+00,4.825888e-01,4.801089e+02
4.785000e+00,4.811541e-01,4.786815e+02
4.790000e+00,4.797178e-01,4.772525e+02
4.795000e+00,4.782798e-01,4.758218e+02
4.800000e+00,4.768401e-01,4.743895e+02
4.805000e+00,4.753988e-01,4.729555e+02
4.810000e+00,4.739559e-01,4.715200e+02
4.815000e+00,4.725113e-01,4.700827e+02
4.820000e+00,4.710651e-01,4.686439e+02
4.825000e+00,4.696172e-01,4.672034e+02
4.830000e+00,4.681677e-01,4.657612e+02
4.835000e+00,4.667165e-01,4.643174e+02
4.840000e+00,4.652637e-01,4.628720e+02
4.845000e+00,4.638092e-01,4.614249e+02
4.850000e+00,4.623531e-01,4.599762e+02
4.855000e+00,4.608953e-01,4.585259e+02
4.860000e+00,4.594358e-01,4.570739e+02
4.865000e+00,4.579747e-01,4.556202e+02
4.870000e+00,4.565120e-01,4.541650e+02
4.875000e+00,4.550476e-01,4.527080e+02
4.880000e+00,4.535816e-01,4.512494e+02
4.885000e+00,4.521138e-01,4.497892e+02
4.890000e+00,4.506445e-01,4.483273e+02
4.895000e+00,4.491734e-01,4.468638e+02
4.900000e+00,4.477008e-01,4.453987e+02
4.905000e+00,4.462264e-01,4.439318e+02
4.910000e+00,4.447504e-01,4.424634e+02
4.915000e+00,4.432728e-01,4.409932e+02
4.920000e+00,4.417934e-01,4.395215e+02
4.925000e+00,4.403125e-01,4.380480e+02
4.930000e+00,4.388298e-01,4.365730e+02
4.935000e+00,4.373455e-01,4.350962e+02
4.940000e+00,4.358595e-01,4.336179e+02
4.945000e+00,4.343719e-01,4.321378e+02
4.950000e+00,4.328826e-01,4.306561e+02
4.955000e+00,4.313917e-01,4.291728e+02
4.960000e+00,4.298990e-01,4.276878e+02
4.965000e+00,4.284047e-01,4.262011e+02
4.970000e+00,4.269088e-01,4.247128e+02
4.975000e+00,4.254112e-01,4.232228e+02
4.980000e+00,4.239119e-01,4.217312e+02
4.985000e+00,4.224109e-01,4.202379e+02
4.990000e+00,4.209083e-01,4.187429e+02
4.995000e+00,4.194040e-01,4.172463e+02
5.000000e+00,4.178980e-01,4.157480e+02
5.005000e+00,4.163903e-01,4.142481e+02
5.010000e+00,4.148810e-01,4.127465e+02
5.015000e+00,4.133700e-01,4.112432e+02
5.020000e+00,4.118574e-01,4.097383e+02
5.025000e+00,4.103430e-01,4.082317e+02
5.030000e+00,4.088270e-01,4.067234e+02
5.035000e+00,4.073093e-01,4.052135e+02
5.040000e+00,4.057900e-01,4.037019e+02
5.045000e+00,4.042689e-01,4.021886e+02
5.050000e+00,4.027462e-01,4.006737e+02
5.055000e+00,4.012218e-01,3.991571e+02
5.060000e+00,3.996958e-01,3.976389e+02
5.065000e+00,3.981680e-01,3.961189e+02
5.070000e+00,3.966386e-01,3.945973e+02
5.075000e+00,3.951075e-01,3.930740e+02
5.080000e+00,3.935747e-01,3.915491e+02
5.085000e+00,3.920402e-01,3.900225e+02
5.090000e+00,3.905041e-01,3.884942e+02
5.095000e+00,3.889662e-01,3.869642e+02
5.100000e+00,3.874267e-01,3.854325e+02
5.105000e+00,3.858855e-01,3.838992e+02
5.110000e+00,3.843426e-01,3.823642e+02
5.115000e+00,3.827980e-01,3.808276e+02
5.120000e+00,3.812518e-01,3.792892e+02
5.125000e+00,3.797038e-01,3.777492e+02
5.130000e+00,3.781542e-01,3.762075e+02
5.135000e+00,3.766029e-01,3.746641e+02
5.140000e+00,3.750498e-01,3.731190e+02
5.145000e+00,3.734951e-01,3.715723e+02
5.150000e+00,3.719387e-01,3.700239e+02
5.155000e+00,3.703807e-01,3.684738e+02
5.160000e+00,3.688209e-01,3.669220e+02
5.165000e+00,3.672594e-01,3.653685e+02
5.170000e+00,3.656963e-01,3.638134e+02
5.175000e+00,3.641314e-01,3.622565e+02
5.180000e+00,3.625649e-01,3.606980e+02
5.185000e+00,3.609966e-01,3.591378e+02
5.190000e+00,3.594267e-01,3.575759e+02
5.195000e+00,3.578550e-01,3.560123e+02
5.200000e+00,3.562817e-01,3.544470e+02
5.205000e+00,3.547067e-01,3.528801e+02
5.210000e+00,3.531300e-01,3.513114e+02
5.215000e+00,3.515515e-01,3.497411e+02
5.220000e+00,3.499714e-01,3.481691e+02
5.225000e+00,3.483896e-01,3.465954e+02
5.230000e+00,3.468061e-01,3.450199e+02
5.235000e+00,3.452208e-01,3.434428e+02
5.240000e+00,3.436339e-01,3.418640e+02
5.245000e+00,3.420453e-01,3.402836e+02
5.250000e+00,3.404549e-01,3.387014e+02
5.255000e+00,3.388629e-01,3.371175e+02
5.260000e+00,3.372691e-01,3.355319e+02
5.265000e+00,3.356737e-01,3.339447e+02
5.270000e+00,3.340765e-01,3.323557e+02
5.275000e+00,3.324777e-01,3.307650e+02
5.280000e+00,3.308771e-01,3.291727e+02
5.285000e+00,3.292748e-01,3.275786e+02
