# wl, Throughput, emissivity
4.4050,0.9218,0.0000
4.4100,0.9220,0.0000
4.4150,0.9222,0.0000
4.4200,0.9224,0.0000
4.4250,0.9225,0.0000
4.4300,0.9227,0.0000
4.4350,0.9229,0.0000
4.4400,0.9230,0.0000
4.4450,0.9232,0.0000
4.4500,0.9234,0.0000
4.4550,0.9235,0.0000
4.4600,0.9237,0.0000
4.4650,0.9238,0.0000
4.4700,0.9240,0.0000
4.4750,0.9242,0.0000
4.4800,0.9243,0.0000
4.4850,0.9245,0.0000
4.4900,0.9247,0.0000
4.4950,0.9248,0.0000
4.5000,0.9250,0.0000
4.5050,0.9251,0.0000
4.5100,0.9253,0.0000
4.5150,0.9255,0.0000
4.5200,0.9256,0.0000
4.5250,0.9258,0.0000
4.5300,0.9259,0.0000
4.5350,0.9261,0.0000
4.5400,0.9262,0.0000
4.5450,0.9264,0.0000
4.5500,0.9266,0.0000
4.5550,0.9267,0.0000
4.5600,0.9269,0.0000
4.5650,0.9270,0.0000
4.5700,0.9272,0.0000
4.5750,0.9273,0.0000
4.5800,0.9275,0.0000
4.5850,0.9276,0.0000
4.5900,0.9278,0.0000
4.5950,0.9279,0.0000
4.6000,0.9281,0.0000
4.6050,0.9282,0.0000
4.6100,0.9284,0.0000
4.6150,0.9285,0.0000
4.6200,0.9287,0.0000
4.6250,0.9288,0.0000
4.6300,0.9290,0.0000
4.6350,0.9291,0.0000
4.6400,0.9293,0.0000
4.6450,0.9294,0.0000
4.6500,0.9296,0.0000
4.6550,0.9297,0.0000
4.6600,0.9299,0.0000
4.6650,0.9300,0.0000
4.6700,0.9302,0.0000
4.6750,0.9303,0.0000
4.6800,0.9304,0.0000
4.6850,0.9306,0.0000
4.6900,0.9307,0.0000
4.6950,0.9309,0.0000
4.7000,0.9310,0.0000
4.7050,0.9312,0.0000
4.7100,0.9313,0.0000
4.7150,0.9314,0.0000
4.7200,0.9316,0.0000
4.7250,0.9317,0.0000
4.7300,0.9319,0.0000
4.7350,0.9320,0.0000
4.7400,0.9321,0.0000
4.7450,0.9323,0.0000
4.7500,0.9324,0.0000
4.7550,0.9325,0.0000
4.7600,0.9327,0.0000
4.7650,0.9328,0.0000
4.7700,0.9329,0.0000
4.7750,0.9331,0.0000
4.7800,0.9332,0.0000
4.7850,0.9334,0.0000
4.7900,0.9335,0.0000
4.7950,0.9336,0.0000
4.8000,0.9338,0.0000
4.8050,0.9339,0.0000
4.8100,0.9340,0.0000
4.8150,0.9342,0.0000
4.8200,0.9343,0.0000
4.8250,0.9344,0.0000
4.8300,0.9346,0.0000
4.8350,0.9347,0.0000
4.8400,0.9348,0.0000
4.8450,0.9349,0.0000
4.8500,0.9351,0.0000
4.8550,0.9352,0.0000
4.8600,0.9353,0.0000
4.8650,0.9355,0.0000
4.8700,0.9356,0.0000
4.8750,0.9357,0.0000
4.8800,0.9358,0.0000
4.8850,0.9360,0.0000
4.8900,0.9361,0.0000
4.8950,0.9362,0.0000
4.9000,0.9363,0.0000
4.9050,0.9365,0.0000
4.9100,0.9366,0.0000
4.9150,0.9367,0.0000
4.9200,0.9368,0.0000
4.9250,0.9370,0.0000
4.9300,0.9371,0.0000
4.9350,0.9372,0.0000
4.9400,0.9373,0.0000
4.9450,0.9375,0.0000
4.9500,0.9376,0.0000
4.9550,0.9377,0.0000
4.9600,0.9378,0.0000
4.9650,0.9379,0.0000
4.9700,0.9381,0.0000
4.9750,0.9382,0.0000
4.9800,0.9383,0.0000
4.9850,0.9384,0.0000
4.9900,0.9386,0.0000
4.9950,0.9387,0.0000
5.0000,0.9388,0.0000
5.0050,0.9389,0.0000
5.0100,0.9390,0.0000
5.0150,0.9391,0.0000
5.0200,0.9393,0.0000
5.0250,0.9394,0.0000
5.0300,0.9395,0.0000
5.0350,0.9396,0.0000
5.0400,0.9397,0.0000
5.0450,0.9398,0.0000
5.0500,0.9400,0.0000
5.0550,0.9401,0.0000
5.0600,0.9402,0.0000
5.0650,0.9403,0.0000
5.0700,0.9404,0.0000
5.0750,0.9405,0.0000
5.0800,0.9406,0.0000
5.0850,0.9408,0.0000
5.0900,0.9409,0.0000
5.0950,0.9410,0.0000
5.1000,0.9411,0.0000
5.1050,0.9412,0.0000
5.1100,0.9413,0.0000
5.1150,0.9414,0.0000
5.1200,0.9415,0.0000
5.1250,0.9416,0.0000
5.1300,0.9418,0.0000
5.1350,0.9419,0.0000
5.1400,0.9420,0.0000
5.1450,0.9421,0.0000
5.1500,0.9422,0.0000
5.1550,0.9423,0.0000
5.1600,0.9424,0.0000
5.1650,0.9425,0.0000
5.1700,0.9426,0.0000
5.1750,0.9427,0.0000
5.1800,0.9428,0.0000
5.1850,0.9430,0.0000
5.1900,0.9431,0.0000
5.1950,0.9432,0.0000
5.2000,0.9433,0.0000
5.2050,0.9434,0.0000
5.2100,0.9435,0.0000
5.2150,0.9436,0.0000
5.2200,0.9437,0.0000
5.2250,0.9438,0.0000
5.2300,0.9439,0.0000
5.2350,0.9440,0.0000
5.2400,0.9441,0.0000
5.2450,0.9442,0.0000
5.2500,0.9443,0.0000
5.2550,0.9444,0.0000
5.2600,0.9445,0.0000
5.2650,0.9446,0.0000
5.2700,0.9447,0.0000
5.2750,0.9448,0.0000
5.2800,0.9449,0.0000
5.2850,0.9450,0.0000
5.2900,0.9451,0.0000
5.2950,0.9452,0.0000
5.3000,0.9453,0.0000
5.3050,0.9454,0.0000
5.3100,0.9455,0.0000
5.3150,0.9456,0.0000
5.3200,0.9457,0.0000
5.3250,0.9458,0.0000
5.3300,0.9459,0.0000
5.3350,0.9460,0.0000
5.3400,0.9461,0.0000
5.3450,0.9462,0.0000
5.3500,0.9463,0.0000
5.3550,0.9464,0.0000
5.3600,0.9465,0.0000
5.3650,0.9466,0.0000
5.3700,0.9467,0.0000
5.3750,0.9468,0.0000
5.3800,0.9469,0.0000
5.3850,0.9470,0.0000
5.3900,0.9471,0.0000
5.3950,0.9472,0.0000
5.4000,0.9473,0.0000
5.4050,0.9474,0.0000
5.4100,0.9475,0.0000
5.4150,0.9476,0.0000
5.4200,0.9477,0.0000
5.4250,0.9478,0.0000
5.4300,0.9479,0.0000
5.4350,0.9479,0.0000
5.4400,0.9480,0.0000
5.4450,0.9481,0.0000
5.4500,0.9482,0.0000
5.4550,0.9483,0.0000
5.4600,0.9484,0.0000
5.4650,0.9485,0.0000
5.4700,0.9486,0.0000
5.4750,0.9487,0.0000
5.4800,0.9488,0.0000
5.4850,0.9489,0.0000
5.4900,0.9490,0.0000
5.4950,0.9490,0.0000
5.5000,0.9491,0.0000
5.5050,0.9492,0.0000
5.5100,0.9493,0.0000
5.5150,0.9494,0.0000
5.5200,0.9495,0.0000
5.5250,0.9496,0.0000
5.5300,0.9497,0.0000
5.5350,0.9498,0.0000
5.5400,0.9498,0.0000
5.5450,0.9499,0.0000
5.5500,0.9500,0.0000
5.5550,0.9501,0.0000
5.5600,0.9502,0.0000
5.5650,0.9503,0.0000
5.5700,0.9504,0.0000
5.5750,0.9505,0.0000
5.5800,0.9505,0.0000
5.5850,0.9506,0.0000
5.5900,0.9507,0.0000
5.5950,0.9508,0.0000
5.6000,0.9509,0.0000
5.6050,0.9510,0.0000
5.6100,0.9511,0.0000
5.6150,0.9511,0.0000
5.6200,0.9512,0.0000
5.6250,0.9513,0.0000
5.6300,0.9514,0.0000
5.6350,0.9515,0.0000
5.6400,0.9516,0.0000
5.6450,0.9517,0.0000
5.6500,0.9517,0.0000
5.6550,0.9518,0.0000
5.6600,0.9519,0.0000
5.6650,0.9520,0.0000
5.6700,0.9521,0.0000
5.6750,0.9521,0.0000
5.6800,0.9522,0.0000
5.6850,0.9523,0.0000
5.6900,0.9524,0.0000
5.6950,0.9525,0.0000
5.7000,0.9526,0.0000
5.7050,0.9526,0.0000
5.7100,0.9527,0.0000
5.7150,0.9528,0.0000
5.7200,0.9529,0.0000
5.7250,0.9530,0.0000
5.7300,0.9530,0.0000
5.7350,0.9531,0.0000
5.7400,0.9532,0.0000
5.7450,0.9533,0.0000
5.7500,0.9534,0.0000
5.7550,0.9534,0.0000
5.7600,0.9535,0.0000
5.7650,0.9536,0.0000
5.7700,0.9537,0.0000
5.7750,0.9538,0.0000
5.7800,0.9538,0.0000
5.7850,0.9539,0.0000
5.7900,0.9540,0.0000
5.7950,0.9541,0.0000
5.8000,0.9541,0.0000
5.8050,0.9542,0.0000
5.8100,0.9543,0.0000
5.8150,0.9544,0.0000
5.8200,0.9544,0.0000
5.8250,0.9545,0.0000
5.8300,0.9546,0.0000
5.8350,0.9547,0.0000
5.8400,0.9548,0.0000
5.8450,0.9548,0.0000
5.8500,0.9549,0.0000
5.8550,0.9550,0.0000
5.8600,0.9551,0.0000
5.8650,0.9551,0.0000
5.8700,0.9552,0.0000
5.8750,0.9553,0.0000
5.8800,0.9554,0.0000
5.8850,0.9554,0.0000
5.8900,0.9555,0.0000
5.8950,0.9556,0.0000
5.9000,0.9556,0.0000
5.9050,0.9557,0.0000
5.9100,0.9558,0.0000
5.9150,0.9559,0.0000
5.9200,0.9559,0.0000
5.9250,0.9560,0.0000
5.9300,0.9561,0.0000
5.9350,0.9562,0.0000
5.9400,0.9562,0.0000
5.9450,0.9563,0.0000
5.9500,0.9564,0.0000
5.9550,0.9564,0.0000
5.9600,0.9565,0.0000
5.9650,0.9566,0.0000
5.9700,0.9567,0.0000
5.9750,0.9567,0.0000
5.9800,0.9568,0.0000
5.9850,0.9569,0.0000
5.9900,0.9569,0.0000
5.9950,0.9570,0.0000
6.0000,0.9571,0.0000
6.0050,0.9572,0.0000
6.0100,0.9572,0.0000
6.0150,0.9573,0.0000
6.0200,0.9574,0.0000
6.0250,0.9574,0.0000
6.0300,0.9575,0.0000
6.0350,0.9576,0.0000
6.0400,0.9576,0.0000
6.0450,0.9577,0.0000
6.0500,0.9578,0.0000
6.0550,0.9578,0.0000
6.0600,0.9579,0.0000
6.0650,0.9580,0.0000
6.0700,0.9580,0.0000
6.0750,0.9581,0.0000
6.0800,0.9582,0.0000
6.0850,0.9582,0.0000
6.0900,0.9583,0.0000
6.0950,0.9584,0.0000
6.1000,0.9584,0.0000
6.1050,0.9585,0.0000
6.1100,0.9586,0.0000
6.1150,0.9586,0.0000
6.1200,0.9587,0.0000
6.1250,0.9588,0.0000
6.1300,0.9588,0.0000
6.1350,0.9589,0.0000
6.1400,0.9590,0.0000
6.1450,0.9590,0.0000
6.1500,0.9591,0.0000
6.1550,0.9592,0.0000
6.1600,0.9592,0.0000
6.1650,0.9593,0.0000
6.1700,0.9594,0.0000
6.1750,0.9594,0.0000
6.1800,0.9595,0.0000
6.1850,0.9596,0.0000
6.1900,0.9596,0.0000
6.1950,0.9597,0.0000
6.2000,0.9598,0.0000
6.2050,0.9598,0.0000
6.2100,0.9599,0.0000
6.2150,0.9599,0.0000
6.2200,0.9600,0.0000
6.2250,0.9601,0.0000
6.2300,0.9601,0.0000
6.2350,0.9602,0.0000
6.2400,0.9603,0.0000
6.2450,0.9603,0.0000
6.2500,0.9604,0.0000
6.2550,0.9604,0.0000
6.2600,0.9605,0.0000
6.2650,0.9606,0.0000
6.2700,0.9606,0.0000
6.2750,0.9607,0.0000
6.2800,0.9608,0.0000
6.2850,0.9608,0.0000
6.2900,0.9609,0.0000
6.2950,0.9609,0.0000
6.3000,0.9610,0.0000
6.3050,0.9611,0.0000
6.3100,0.9611,0.0000
6.3150,0.9612,0.0000
6.3200,0.9612,0.0000
6.3250,0.9613,0.0000
6.3300,0.9614,0.0000
6.3350,0.9614,0.0000
6.3400,0.9615,0.0000
6.3450,0.9615,0.0000
6.3500,0.9616,0.0000
6.3550,0.9617,0.0000
6.3600,0.9617,0.0000
6.3650,0.9618,0.0000
6.3700,0.9618,0.0000
6.3750,0.9619,0.0000
6.3800,0.9619,0.0000
6.3850,0.9620,0.0000
6.3900,0.9621,0.0000
6.3950,0.9621,0.0000
6.4000,0.9622,0.0000
6.4050,0.9622,0.0000
6.4100,0.9623,0.0000
6.4150,0.9624,0.0000
6.4200,0.9624,0.0000
6.4250,0.9625,0.0000
6.4300,0.9625,0.0000
6.4350,0.9626,0.0000
6.4400,0.9626,0.0000
6.4450,0.9627,0.0000
6.4500,0.9628,0.0000
6.4550,0.9628,0.0000
6.4600,0.9629,0.0000
6.4650,0.9629,0.0000
6.4700,0.9630,0.0000
6.4750,0.9630,0.0000
6.4800,0.9631,0.0000
6.4850,0.9631,0.0000
6.4900,0.9632,0.0000
6.4950,0.9633,0.0000
6.5000,0.9633,0.0000
6.5050,0.9634,0.0000
6.5100,0.9634,0.0000
6.5150,0.9635,0.0000
6.5200,0.9635,0.0000
6.5250,0.9636,0.0000
6.5300,0.9636,0.0000
6.5350,0.9637,0.0000
6.5400,0.9638,0.0000
6.5450,0.9638,0.0000
6.5500,0.9639,0.0000
6.5550,0.9639,0.0000
6.5600,0.9640,0.0000
6.5650,0.9640,0.0000
6.5700,0.9641,0.0000
6.5750,0.9641,0.0000
6.5800,0.9642,0.0000
6.5850,0.9642,0.0000
6.5900,0.9643,0.0000
6.5950,0.9643,0.0000
6.6000,0.9644,0.0000
6.6050,0.9645,0.0000
6.6100,0.9645,0.0000
6.6150,0.9646,0.0000
6.6200,0.9646,0.0000
6.6250,0.9647,0.0000
6.6300,0.9647,0.0000
6.6350,0.9648,0.0000
6.6400,0.9648,0.0000
6.6450,0.9649,0.0000
6.6500,0.9649,0.0000
6.6550,0.9650,0.0000
6.6600,0.9650,0.0000
6.6650,0.9651,0.0000
6.6700,0.9651,0.0000
6.6750,0.9652,0.0000
6.6800,0.9652,0.0000
6.6850,0.9653,0.0000
6.6900,0.9653,0.0000
6.6950,0.9654,0.0000
6.7000,0.9654,0.0000
6.7050,0.9655,0.0000
6.7100,0.9655,0.0000
6.7150,0.9656,0.0000
6.7200,0.9656,0.0000
6.7250,0.9657,0.0000
6.7300,0.9657,0.0000
6.7350,0.9658,0.0000
6.7400,0.9658,0.0000
6.7450,0.9659,0.0000
6.7500,0.9659,0.0000
6.7550,0.9660,0.0000
6.7600,0.9660,0.0000
6.7650,0.9661,0.0000
6.7700,0.9661,0.0000
6.7750,0.9662,0.0000
6.7800,0.9662,0.0000
6.7850,0.9663,0.0000
6.7900,0.9663,0.0000
6.7950,0.9664,0.0000
6.8000,0.9664,0.0000
6.8050,0.9665,0.0000
6.8100,0.9665,0.0000
6.8150,0.9666,0.0000
6.8200,0.9666,0.0000
6.8250,0.9667,0.0000
6.8300,0.9667,0.0000
6.8350,0.9668,0.0000
6.8400,0.9668,0.0000
6.8450,0.9669,0.0000
6.8500,0.9669,0.0000
6.8550,0.9670,0.0000
6.8600,0.9670,0.0000
6.8650,0.9670,0.0000
6.8700,0.9671,0.0000
6.8750,0.9671,0.0000
6.8800,0.9672,0.0000
6.8850,0.9672,0.0000
6.8900,0.9673,0.0000
6.8950,0.9673,0.0000
6.9000,0.9674,0.0000
6.9050,0.9674,0.0000
6.9100,0.9675,0.0000
6.9150,0.9675,0.0000
6.9200,0.9676,0.0000
6.9250,0.9676,0.0000
6.9300,0.9677,0.0000
6.9350,0.9677,0.0000
6.9400,0.9677,0.0000
6.9450,0.9678,0.0000
6.9500,0.9678,0.0000
6.9550,0.9679,0.0000
6.9600,0.9679,0.0000
6.9650,0.9680,0.0000
6.9700,0.9680,0.0000
6.9750,0.9681,0.0000
6.9800,0.9681,0.0000
6.9850,0.9682,0.0000
6.9900,0.9682,0.0000
6.9950,0.9682,0.0000
7.0000,0.9683,0.0000
7.0050,0.9683,0.0000
7.0100,0.9684,0.0000
7.0150,0.9684,0.0000
7.0200,0.9685,0.0000
7.0250,0.9685,0.0000
7.0300,0.9686,0.0000
7.0350,0.9686,0.0000
7.0400,0.9686,0.0000
7.0450,0.9687,0.0000
7.0500,0.9687,0.0000
7.0550,0.9688,0.0000
7.0600,0.9688,0.0000
7.0650,0.9689,0.0000
7.0700,0.9689,0.0000
7.0750,0.9689,0.0000
7.0800,0.9690,0.0000
7.0850,0.9690,0.0000
7.0900,0.9691,0.0000
7.0950,0.9691,0.0000
7.1000,0.9692,0.0000
7.1050,0.9692,0.0000
7.1100,0.9692,0.0000
7.1150,0.9693,0.0000
7.1200,0.9693,0.0000
7.1250,0.9694,0.0000
7.1300,0.9694,0.0000
7.1350,0.9695,0.0000
7.1400,0.9695,0.0000
7.1450,0.9695,0.0000
7.1500,0.9696,0.0000
7.1550,0.9696,0.0000
7.1600,0.9697,0.0000
7.1650,0.9697,0.0000
7.1700,0.9697,0.0000
7.1750,0.9698,0.0000
7.1800,0.9698,0.0000
7.1850,0.9699,0.0000
7.1900,0.9699,0.0000
7.1950,0.9700,0.0000
7.2000,0.9700,0.0000
7.2050,0.9700,0.0000
7.2100,0.9701,0.0000
7.2150,0.9701,0.0000
7.2200,0.9702,0.0000
7.2250,0.9702,0.0000
7.2300,0.9702,0.0000
7.2350,0.9703,0.0000
7.2400,0.9703,0.0000
7.2450,0.9704,0.0000
7.2500,0.9704,0.0000
7.2550,0.9704,0.0000
7.2600,0.9705,0.0000
7.2650,0.9705,0.0000
7.2700,0.9706,0.0000
7.2750,0.9706,0.0000
7.2800,0.9706,0.0000
7.2850,0.9707,0.0000
7.2900,0.9707,0.0000
7.2950,0.9708,0.0000
7.3000,0.9708,0.0000
7.3050,0.9708,0.0000
7.3100,0.9709,0.0000
7.3150,0.9709,0.0000
7.3200,0.9710,0.0000
7.3250,0.9710,0.0000
7.3300,0.9710,0.0000
7.3350,0.9711,0.0000
7.3400,0.9711,0.0000
7.3450,0.9712,0.0000
7.3500,0.9712,0.0000
7.3550,0.9712,0.0000
7.3600,0.9713,0.0000
7.3650,0.9713,0.0000
7.3700,0.9713,0.0000
7.3750,0.9714,0.0000
7.3800,0.9714,0.0000
7.3850,0.9715,0.0000
7.3900,0.9715,0.0000
7.3950,0.9715,0.0000
7.4000,0.9716,0.0000
7.4050,0.9716,0.0000
7.4100,0.9716,0.0000
7.4150,0.9717,0.0000
7.4200,0.9717,0.0000
7.4250,0.9718,0.0000
7.4300,0.9718,0.0000
7.4350,0.9718,0.0000
7.4400,0.9719,0.0000
7.4450,0.9719,0.0000
7.4500,0.9719,0.0000
7.4550,0.9720,0.0000
7.4600,0.9720,0.0000
7.4650,0.9721,0.0000
7.4700,0.9721,0.0000
7.4750,0.9721,0.0000
7.4800,0.9722,0.0000
7.4850,0.9722,0.0000
7.4900,0.9722,0.0000
7.4950,0.9723,0.0000
7.5000,0.9723,0.0000
7.5050,0.9724,0.0000
7.5100,0.9724,0.0000
7.5150,0.9724,0.0000
7.5200,0.9725,0.0000
7.5250,0.9725,0.0000
7.5300,0.9725,0.0000
7.5350,0.9726,0.0000
7.5400,0.9726,0.0000
7.5450,0.9726,0.0000
7.5500,0.9727,0.0000
7.5550,0.9727,0.0000
7.5600,0.9727,0.0000
7.5650,0.9728,0.0000
7.5700,0.9728,0.0000
7.5750,0.9729,0.0000
7.5800,0.9729,0.0000
7.5850,0.9729,0.0000
7.5900,0.9730,0.0000
7.5950,0.9730,0.0000
7.6000,0.9730,0.0000
7.6050,0.9731,0.0000
7.6100,0.9731,0.0000
7.6150,0.9731,0.0000
7.6200,0.9732,0.0000
7.6250,0.9732,0.0000
7.6300,0.9732,0.0000
7.6350,0.9733,0.0000
7.6400,0.9733,0.0000
7.6450,0.9733,0.0000
7.6500,0.9734,0.0000
7.6550,0.9734,0.0000
7.6600,0.9734,0.0000
7.6650,0.9735,0.0000
7.6700,0.9735,0.0000
7.6750,0.9735,0.0000
7.6800,0.9736,0.0000
7.6850,0.9736,0.0000
7.6900,0.9736,0.0000
7.6950,0.9737,0.0000
7.7000,0.9737,0.0000
7.7050,0.9738,0.0000
7.7100,0.9738,0.0000
7.7150,0.9738,0.0000
7.7200,0.9739,0.0000
7.7250,0.9739,0.0000
7.7300,0.9739,0.0000
7.7350,0.9740,0.0000
7.7400,0.9740,0.0000
7.7450,0.9740,0.0000
7.7500,0.9741,0.0000
7.7550,0.9741,0.0000
7.7600,0.9741,0.0000
7.7650,0.9741,0.0000
7.7700,0.9742,0.0000
7.7750,0.9742,0.0000
7.7800,0.9742,0.0000
7.7850,0.9743,0.0000
7.7900,0.9743,0.0000
7.7950,0.9743,0.0000
7.8000,0.9744,0.0000
7.8050,0.9744,0.0000
7.8100,0.9744,0.0000
7.8150,0.9745,0.0000
7.8200,0.9745,0.0000
7.8250,0.9745,0.0000
7.8300,0.9746,0.0000
7.8350,0.9746,0.0000
7.8400,0.9746,0.0000
7.8450,0.9747,0.0000
7.8500,0.9747,0.0000
7.8550,0.9747,0.0000
7.8600,0.9748,0.0000
7.8650,0.9748,0.0000
7.8700,0.9748,0.0000
7.8750,0.9749,0.0000
7.8800,0.9749,0.0000
7.8850,0.9749,0.0000
7.8900,0.9750,0.0000
7.8950,0.9750,0.0000
7.9000,0.9750,0.0000
7.9050,0.9750,0.0000
7.9100,0.9751,0.0000
7.9150,0.9751,0.0000
7.9200,0.9751,0.0000
7.9250,0.9752,0.0000
7.9300,0.9752,0.0000
7.9350,0.9752,0.0000
7.9400,0.9753,0.0000
7.9450,0.9753,0.0000
7.9500,0.9753,0.0000
7.9550,0.9754,0.0000
7.9600,0.9754,0.0000
7.9650,0.9754,0.0000
7.9700,0.9754,0.0000
7.9750,0.9755,0.0000
7.9800,0.9755,0.0000
7.9850,0.9755,0.0000
7.9900,0.9756,0.0000
7.9950,0.9756,0.0000
8.0000,0.9756,0.0000
8.0050,0.9757,0.0000
8.0100,0.9757,0.0000
8.0150,0.9757,0.0000
8.0200,0.9757,0.0000
8.0250,0.9758,0.0000
8.0300,0.9758,0.0000
8.0350,0.9758,0.0000
8.0400,0.9759,0.0000
8.0450,0.9759,0.0000
8.0500,0.9759,0.0000
8.0550,0.9760,0.0000
8.0600,0.9760,0.0000
8.0650,0.9760,0.0000
8.0700,0.9760,0.0000
8.0750,0.9761,0.0000
8.0800,0.9761,0.0000
8.0850,0.9761,0.0000
8.0900,0.9762,0.0000
8.0950,0.9762,0.0000
8.1000,0.9762,0.0000
8.1050,0.9762,0.0000
8.1100,0.9763,0.0000
8.1150,0.9763,0.0000
8.1200,0.9763,0.0000
8.1250,0.9764,0.0000
8.1300,0.9764,0.0000
8.1350,0.9764,0.0000
8.1400,0.9764,0.0000
8.1450,0.9765,0.0000
8.1500,0.9765,0.0000
8.1550,0.9765,0.0000
8.1600,0.9766,0.0000
8.1650,0.9766,0.0000
8.1700,0.9766,0.0000
8.1750,0.9766,0.0000
8.1800,0.9767,0.0000
8.1850,0.9767,0.0000
8.1900,0.9767,0.0000
8.1950,0.9768,0.0000
8.2000,0.9768,0.0000
8.2050,0.9768,0.0000
8.2100,0.9768,0.0000
8.2150,0.9769,0.0000
8.2200,0.9769,0.0000
8.2250,0.9769,0.0000
8.2300,0.9770,0.0000
8.2350,0.9770,0.0000
8.2400,0.9770,0.0000
8.2450,0.9770,0.0000
8.2500,0.9771,0.0000
8.2550,0.9771,0.0000
8.2600,0.9771,0.0000
8.2650,0.9771,0.0000
8.2700,0.9772,0.0000
8.2750,0.9772,0.0000
8.2800,0.9772,0.0000
8.2850,0.9773,0.0000
8.2900,0.9773,0.0000
8.2950,0.9773,0.0000
8.3000,0.9773,0.0000
8.3050,0.9774,0.0000
8.3100,0.9774,0.0000
8.3150,0.9774,0.0000
8.3200,0.9774,0.0000
8.3250,0.9775,0.0000
8.3300,0.9775,0.0000
8.3350,0.9775,0.0000
8.3400,0.9776,0.0000
8.3450,0.9776,0.0000
8.3500,0.9776,0.0000
8.3550,0.9776,0.0000
8.3600,0.9777,0.0000
8.3650,0.9777,0.0000
8.3700,0.9777,0.0000
8.3750,0.9777,0.0000
8.3800,0.9778,0.0000
8.3850,0.9778,0.0000
8.3900,0.9778,0.0000
8.3950,0.9778,0.0000
8.4000,0.9779,0.0000
8.4050,0.9779,0.0000
8.4100,0.9779,0.0000
8.4150,0.9779,0.0000
