# wl, Throughput, emissivity
8.4200,0.9780,0.0000
8.4250,0.9780,0.0000
8.4300,0.9780,0.0000
8.4350,0.9780,0.0000
8.4400,0.9781,0.0000
8.4450,0.9781,0.0000
8.4500,0.9781,0.0000
8.4550,0.9782,0.0000
8.4600,0.9782,0.0000
8.4650,0.9782,0.0000
8.4700,0.9782,0.0000
8.4750,0.9783,0.0000
8.4800,0.9783,0.0000
8.4850,0.9783,0.0000
8.4900,0.9783,0.0000
8.4950,0.9784,0.0000
8.5000,0.9784,0.0000
8.5050,0.9784,0.0000
8.5100,0.9784,0.0000
8.5150,0.9785,0.0000
8.5200,0.9785,0.0000
8.5250,0.9785,0.0000
8.5300,0.9785,0.0000
8.5350,0.9786,0.0000
8.5400,0.9786,0.0000
8.5450,0.9786,0.0000
8.5500,0.9786,0.0000
8.5550,0.9787,0.0000
8.5600,0.9787,0.0000
8.5650,0.9787,0.0000
8.5700,0.9787,0.0000
8.5750,0.9788,0.0000
8.5800,0.9788,0.0000
8.5850,0.9788,0.0000
8.5900,0.9788,0.0000
8.5950,0.9789,0.0000
8.6000,0.9789,0.0000
8.6050,0.9789,0.0000
8.6100,0.9789,0.0000
8.6150,0.9789,0.0000
8.6200,0.9790,0.0000
8.6250,0.9790,0.0000
8.6300,0.9790,0.0000
8.6350,0.9790,0.0000
8.6400,0.9791,0.0000
8.6450,0.9791,0.0000
8.6500,0.9791,0.0000
8.6550,0.9791,0.0000
8.6600,0.9792,0.0000
8.6650,0.9792,0.0000
8.6700,0.9792,0.0000
8.6750,0.9792,0.0000
8.6800,0.9793,0.0000
8.6850,0.9793,0.0000
8.6900,0.9793,0.0000
8.6950,0.9793,0.0000
8.7000,0.9794,0.0000
8.7050,0.9794,0.0000
8.7100,0.9794,0.0000
8.7150,0.9794,0.0000
8.7200,0.9794,0.0000
8.7250,0.9795,0.0000
8.7300,0.9795,0.0000
8.7350,0.9795,0.0000
8.7400,0.9795,0.0000
8.7450,0.9796,0.0000
8.7500,0.9796,0.0000
8.7550,0.9796,0.0000
8.7600,0.9796,0.0000
8.7650,0.9797,0.0000
8.7700,0.9797,0.0000
8.7750,0.9797,0.0000
8.7800,0.9797,0.0000
8.7850,0.9797,0.0000
8.7900,0.9798,0.0000
8.7950,0.9798,0.0000
8.8000,0.9798,0.0000
8.8050,0.9798,0.0000
8.8100,0.9799,0.0000
8.8150,0.9799,0.0000
8.8200,0.9799,0.0000
8.8250,0.9799,0.0000
8.8300,0.9800,0.0000
8.8350,0.9800,0.0000
8.8400,0.9800,0.0000
8.8450,0.9800,0.0000
8.8500,0.9800,0.0000
8.8550,0.9801,0.0000
8.8600,0.9801,0.0000
8.8650,0.9801,0.0000
8.8700,0.9801,0.0000
8.8750,0.9802,0.0000
8.8800,0.9802,0.0000
8.8850,0.9802,0.0000
8.8900,0.9802,0.0000
8.8950,0.9802,0.0000
8.9000,0.9803,0.0000
8.9050,0.9803,0.0000
8.9100,0.9803,0.0000
8.9150,0.9803,0.0000
8.9200,0.9803,0.0000
8.9250,0.9804,0.0000
8.9300,0.9804,0.0000
8.9350,0.9804,0.0000
8.9400,0.9804,0.0000
8.9450,0.9805,0.0000
8.9500,0.9805,0.0000
8.9550,0.9805,0.0000
8.9600,0.9805,0.0000
8.9650,0.9805,0.0000
8.9700,0.9806,0.0000
8.9750,0.9806,0.0000
8.9800,0.9806,0.0000
8.9850,0.9806,0.0000
8.9900,0.9807,0.0000
8.9950,0.9807,0.0000
9.0000,0.9807,0.0000
9.0050,0.9807,0.0000
9.0100,0.9807,0.0000
9.0150,0.9808,0.0000
9.0200,0.9808,0.0000
9.0250,0.9808,0.0000
9.0300,0.9808,0.0000
9.0350,0.9808,0.0000
9.0400,0.9809,0.0000
9.0450,0.9809,0.0000
9.0500,0.9809,0.0000
9.0550,0.9809,0.0000
9.0600,0.9809,0.0000
9.0650,0.9810,0.0000
9.0700,0.9810,0.0000
9.0750,0.9810,0.0000
9.0800,0.9810,0.0000
9.0850,0.9810,0.0000
9.0900,0.9811,0.0000
9.0950,0.9811,0.0000
9.1000,0.9811,0.0000
9.1050,0.9811,0.0000
9.1100,0.9812,0.0000
9.1150,0.9812,0.0000
9.1200,0.9812,0.0000
9.1250,0.9812,0.0000
9.1300,0.9812,0.0000
9.1350,0.9813,0.0000
9.1400,0.9813,0.0000
9.1450,0.9813,0.0000
9.1500,0.9813,0.0000
9.1550,0.9813,0.0000
9.1600,0.9814,0.0000
9.1650,0.9814,0.0000
9.1700,0.9814,0.0000
9.1750,0.9814,0.0000
9.1800,0.9814,0.0000
9.1850,0.9815,0.0000
9.1900,0.9815,0.0000
9.1950,0.9815,0.0000
9.2000,0.9815,0.0000
9.2050,0.9815,0.0000
9.2100,0.9816,0.0000
9.2150,0.9816,0.0000
9.2200,0.9816,0.0000
9.2250,0.9816,0.0000
9.2300,0.9816,0.0000
9.2350,0.9817,0.0000
9.2400,0.9817,0.0000
9.2450,0.9817,0.0000
9.2500,0.9817,0.0000
9.2550,0.9817,0.0000
9.2600,0.9818,0.0000
9.2650,0.9818,0.0000
9.2700,0.9818,0.0000
9.2750,0.9818,0.0000
9.2800,0.9818,0.0000
9.2850,0.9818,0.0000
9.2900,0.9819,0.0000
9.2950,0.9819,0.0000
9.3000,0.9819,0.0000
9.3050,0.9819,0.0000
9.3100,0.9819,0.0000
9.3150,0.9820,0.0000
9.3200,0.9820,0.0000
9.3250,0.9820,0.0000
9.3300,0.9820,0.0000
9.3350,0.9820,0.0000
9.3400,0.9821,0.0000
9.3450,0.9821,0.0000
9.3500,0.9821,0.0000
9.3550,0.9821,0.0000
9.3600,0.9821,0.0000
9.3650,0.9822,0.0000
9.3700,0.9822,0.0000
9.3750,0.9822,0.0000
9.3800,0.9822,0.0000
9.3850,0.9822,0.0000
9.3900,0.9822,0.0000
9.3950,0.9823,0.0000
9.4000,0.9823,0.0000
9.4050,0.9823,0.0000
9.4100,0.9823,0.0000
9.4150,0.9823,0.0000
9.4200,0.9824,0.0000
9.4250,0.9824,0.0000
9.4300,0.9824,0.0000
9.4350,0.9824,0.0000
9.4400,0.9824,0.0000
9.4450,0.9825,0.0000
9.4500,0.9825,0.0000
9.4550,0.9825,0.0000
9.4600,0.9825,0.0000
9.4650,0.9825,0.0000
9.4700,0.9825,0.0000
9.4750,0.9826,0.0000
9.4800,0.9826,0.0000
9.4850,0.9826,0.0000
9.4900,0.9826,0.0000
9.4950,0.9826,0.0000
9.5000,0.9827,0.0000
9.5050,0.9827,0.0000
9.5100,0.9827,0.0000
9.5150,0.9827,0.0000
9.5200,0.9827,0.0000
9.5250,0.9827,0.0000
9.5300,0.9828,0.0000
9.5350,0.9828,0.0000
9.5400,0.9828,0.0000
9.5450,0.9828,0.0000
9.5500,0.9828,0.0000
9.5550,0.9829,0.0000
9.5600,0.9829,0.0000
9.5650,0.9829,0.0000
9.5700,0.9829,0.0000
9.5750,0.9829,0.0000
9.5800,0.9829,0.0000
9.5850,0.9830,0.0000
9.5900,0.9830,0.0000
9.5950,0.9830,0.0000
9.6000,0.9830,0.0000
9.6050,0.9830,0.0000
9.6100,0.9830,0.0000
9.6150,0.9831,0.0000
9.6200,0.9831,0.0000
9.6250,0.9831,0.0000
9.6300,0.9831,0.0000
9.6350,0.9831,0.0000
9.6400,0.9832,0.0000
9.6450,0.9832,0.0000
9.6500,0.9832,0.0000
9.6550,0.9832,0.0000
9.6600,0.9832,0.0000
9.6650,0.9832,0.0000
9.6700,0.9833,0.0000
9.6750,0.9833,0.0000
9.6800,0.9833,0.0000
9.6850,0.9833,0.0000
9.6900,0.9833,0.0000
9.6950,0.9833,0.0000
9.7000,0.9834,0.0000
9.7050,0.9834,0.0000
9.7100,0.9834,0.0000
9.7150,0.9834,0.0000
9.7200,0.9834,0.0000
9.7250,0.9834,0.0000
9.7300,0.9835,0.0000
9.7350,0.9835,0.0000
9.7400,0.9835,0.0000
9.7450,0.9835,0.0000
9.7500,0.9835,0.0000
9.7550,0.9835,0.0000
9.7600,0.9836,0.0000
9.7650,0.9836,0.0000
9.7700,0.9836,0.0000
9.7750,0.9836,0.0000
9.7800,0.9836,0.0000
9.7850,0.9836,0.0000
9.7900,0.9837,0.0000
9.7950,0.9837,0.0000
9.8000,0.9837,0.0000
9.8050,0.9837,0.0000
9.8100,0.9837,0.0000
9.8150,0.9837,0.0000
9.8200,0.9838,0.0000
9.8250,0.9838,0.0000
9.8300,0.9838,0.0000
9.8350,0.9838,0.0000
9.8400,0.9838,0.0000
9.8450,0.9838,0.0000
9.8500,0.9839,0.0000
9.8550,0.9839,0.0000
9.8600,0.9839,0.0000
9.8650,0.9839,0.0000
9.8700,0.9839,0.0000
9.8750,0.9839,0.0000
9.8800,0.9840,0.0000
9.8850,0.9840,0.0000
9.8900,0.9840,0.0000
9.8950,0.9840,0.0000
9.9000,0.9840,0.0000
9.9050,0.9840,0.0000
9.9100,0.9840,0.0000
9.9150,0.9841,0.0000
9.9200,0.9841,0.0000
9.9250,0.9841,0.0000
9.9300,0.9841,0.0000
9.9350,0.9841,0.0000
9.9400,0.9841,0.0000
9.9450,0.9842,0.0000
9.9500,0.9842,0.0000
9.9550,0.9842,0.0000
9.9600,0.9842,0.0000
9.9650,0.9842,0.0000
9.9700,0.9842,0.0000
9.9750,0.9843,0.0000
9.9800,0.9843,0.0000
9.9850,0.9843,0.0000
9.9900,0.9843,0.0000
9.9950,0.9843,0.0000
10.0000,0.9843,0.0000
10.0050,0.9843,0.0000
10.0100,0.9844,0.0000
10.0150,0.9844,0.0000
10.0200,0.9844,0.0000
10.0250,0.9844,0.0000
10.0300,0.9844,0.0000
10.0350,0.9844,0.0000
10.0400,0.9845,0.0000
10.0450,0.9845,0.0000
10.0500,0.9845,0.0000
10.0550,0.9845,0.0000
10.0600,0.9845,0.0000
10.0650,0.9845,0.0000
10.0700,0.9845,0.0000
10.0750,0.9846,0.0000
10.0800,0.9846,0.0000
10.0850,0.9846,0.0000
10.0900,0.9846,0.0000
10.0950,0.9846,0.0000
10.1000,0.9846,0.0000
10.1050,0.9847,0.0000
10.1100,0.9847,0.0000
10.1150,0.9847,0.0000
10.1200,0.9847,0.0000
10.1250,0.9847,0.0000
10.1300,0.9847,0.0000
10.1350,0.9847,0.0000
10.1400,0.9848,0.0000
10.1450,0.9848,0.0000
10.1500,0.9848,0.0000
10.1550,0.9848,0.0000
10.1600,0.9848,0.0000
10.1650,0.9848,0.0000
10.1700,0.9848,0.0000
10.1750,0.9849,0.0000
10.1800,0.9849,0.0000
10.1850,0.9849,0.0000
10.1900,0.9849,0.0000
10.1950,0.9849,0.0000
10.2000,0.9849,0.0000
10.2050,0.9850,0.0000
10.2100,0.9850,0.0000
10.2150,0.9850,0.0000
10.2200,0.9850,0.0000
10.2250,0.9850,0.0000
10.2300,0.9850,0.0000
10.2350,0.9850,0.0000
10.2400,0.9851,0.0000
10.2450,0.9851,0.0000
10.2500,0.9851,0.0000
10.2550,0.9851,0.0000
10.2600,0.9851,0.0000
10.2650,0.9851,0.0000
10.2700,0.9851,0.0000
10.2750,0.9852,0.0000
10.2800,0.9852,0.0000
10.2850,0.9852,0.0000
10.2900,0.9852,0.0000
10.2950,0.9852,0.0000
10.3000,0.9852,0.0000
10.3050,0.9852,0.0000
10.3100,0.9853,0.0000
10.3150,0.9853,0.0000
10.3200,0.9853,0.0000
10.3250,0.9853,0.0000
10.3300,0.9853,0.0000
10.3350,0.9853,0.0000
10.3400,0.9853,0.0000
10.3450,0.9854,0.0000
10.3500,0.9854,0.0000
10.3550,0.9854,0.0000
10.3600,0.9854,0.0000
10.3650,0.9854,0.0000
10.3700,0.9854,0.0000
10.3750,0.9854,0.0000
10.3800,0.9855,0.0000
10.3850,0.9855,0.0000
10.3900,0.9855,0.0000
10.3950,0.9855,0.0000
10.4000,0.9855,0.0000
10.4050,0.9855,0.0000
10.4100,0.9855,0.0000
10.4150,0.9855,0.0000
10.4200,0.9856,0.0000
10.4250,0.9856,0.0000
10.4300,0.9856,0.0000
10.4350,0.9856,0.0000
10.4400,0.9856,0.0000
10.4450,0.9856,0.0000
10.4500,0.9856,0.0000
10.4550,0.9857,0.0000
10.4600,0.9857,0.0000
10.4650,0.9857,0.0000
10.4700,0.9857,0.0000
10.4750,0.9857,0.0000
10.4800,0.9857,0.0000
10.4850,0.9857,0.0000
10.4900,0.9858,0.0000
10.4950,0.9858,0.0000
10.5000,0.9858,0.0000
10.5050,0.9858,0.0000
10.5100,0.9858,0.0000
10.5150,0.9858,0.0000
10.5200,0.9858,0.0000
10.5250,0.9858,0.0000
10.5300,0.9859,0.0000
10.5350,0.9859,0.0000
10.5400,0.9859,0.0000
10.5450,0.9859,0.0000
10.5500,0.9859,0.0000
10.5550,0.9859,0.0000
10.5600,0.9859,0.0000
10.5650,0.9860,0.0000
10.5700,0.9860,0.0000
10.5750,0.9860,0.0000
10.5800,0.9860,0.0000
10.5850,0.9860,0.0000
10.5900,0.9860,0.0000
10.5950,0.9860,0.0000
10.6000,0.9860,0.0000
10.6050,0.9861,0.0000
10.6100,0.9861,0.0000
10.6150,0.9861,0.0000
10.6200,0.9861,0.0000
10.6250,0.9861,0.0000
10.6300,0.9861,0.0000
10.6350,0.9861,0.0000
10.6400,0.9861,0.0000
10.6450,0.9862,0.0000
10.6500,0.9862,0.0000
10.6550,0.9862,0.0000
10.6600,0.9862,0.0000
10.6650,0.9862,0.0000
10.6700,0.9862,0.0000
10.6750,0.9862,0.0000
10.6800,0.9863,0.0000
10.6850,0.9863,0.0000
10.6900,0.9863,0.0000
10.6950,0.9863,0.0000
10.7000,0.9863,0.0000
10.7050,0.9863,0.0000
10.7100,0.9863,0.0000
10.7150,0.9863,0.0000
10.7200,0.9864,0.0000
10.7250,0.9864,0.0000
10.7300,0.9864,0.0000
10.7350,0.9864,0.0000
10.7400,0.9864,0.0000
10.7450,0.9864,0.0000
10.7500,0.9864,0.0000
10.7550,0.9864,0.0000
10.7600,0.9865,0.0000
10.7650,0.9865,0.0000
10.7700,0.9865,0.0000
10.7750,0.9865,0.0000
10.7800,0.9865,0.0000
10.7850,0.9865,0.0000
10.7900,0.9865,0.0000
10.7950,0.9865,0.0000
10.8000,0.9866,0.0000
10.8050,0.9866,0.0000
10.8100,0.9866,0.0000
10.8150,0.9866,0.0000
10.8200,0.9866,0.0000
10.8250,0.9866,0.0000
10.8300,0.9866,0.0000
10.8350,0.9866,0.0000
10.8400,0.9867,0.0000
10.8450,0.9867,0.0000
10.8500,0.9867,0.0000
10.8550,0.9867,0.0000
10.8600,0.9867,0.0000
10.8650,0.9867,0.0000
10.8700,0.9867,0.0000
10.8750,0.9867,0.0000
10.8800,0.9867,0.0000
10.8850,0.9868,0.0000
10.8900,0.9868,0.0000
10.8950,0.9868,0.0000
10.9000,0.9868,0.0000
10.9050,0.9868,0.0000
10.9100,0.9868,0.0000
10.9150,0.9868,0.0000
10.9200,0.9868,0.0000
10.9250,0.9869,0.0000
10.9300,0.9869,0.0000
10.9350,0.9869,0.0000
10.9400,0.9869,0.0000
10.9450,0.9869,0.0000
10.9500,0.9869,0.0000
10.9550,0.9869,0.0000
10.9600,0.9869,0.0000
10.9650,0.9870,0.0000
10.9700,0.9870,0.0000
10.9750,0.9870,0.0000
10.9800,0.9870,0.0000
10.9850,0.9870,0.0000
10.9900,0.9870,0.0000
10.9950,0.9870,0.0000
11.0000,0.9870,0.0000
11.0050,0.9870,0.0000
11.0100,0.9871,0.0000
11.0150,0.9871,0.0000
11.0200,0.9871,0.0000
11.0250,0.9871,0.0000
11.0300,0.9871,0.0000
11.0350,0.9871,0.0000
11.0400,0.9871,0.0000
11.0450,0.9871,0.0000
11.0500,0.9872,0.0000
11.0550,0.9872,0.0000
11.0600,0.9872,0.0000
11.0650,0.9872,0.0000
11.0700,0.9872,0.0000
11.0750,0.9872,0.0000
11.0800,0.9872,0.0000
11.0850,0.9872,0.0000
11.0900,0.9872,0.0000
11.0950,0.9873,0.0000
11.1000,0.9873,0.0000
11.1050,0.9873,0.0000
11.1100,0.9873,0.0000
11.1150,0.9873,0.0000
11.1200,0.9873,0.0000
11.1250,0.9873,0.0000
11.1300,0.9873,0.0000
11.1350,0.9873,0.0000
11.1400,0.9874,0.0000
11.1450,0.9874,0.0000
11.1500,0.9874,0.0000
11.1550,0.9874,0.0000
11.1600,0.9874,0.0000
11.1650,0.9874,0.0000
11.1700,0.9874,0.0000
11.1750,0.9874,0.0000
11.1800,0.9874,0.0000
11.1850,0.9875,0.0000
11.1900,0.9875,0.0000
11.1950,0.9875,0.0000
11.2000,0.9875,0.0000
11.2050,0.9875,0.0000
11.2100,0.9875,0.0000
11.2150,0.9875,0.0000
11.2200,0.9875,0.0000
11.2250,0.9875,0.0000
11.2300,0.9876,0.0000
11.2350,0.9876,0.0000
11.2400,0.9876,0.0000
11.2450,0.9876,0.0000
11.2500,0.9876,0.0000
11.2550,0.9876,0.0000
11.2600,0.9876,0.0000
11.2650,0.9876,0.0000
11.2700,0.9876,0.0000
11.2750,0.9877,0.0000
11.2800,0.9877,0.0000
11.2850,0.9877,0.0000
11.2900,0.9877,0.0000
11.2950,0.9877,0.0000
11.3000,0.9877,0.0000
11.3050,0.9877,0.0000
11.3100,0.9877,0.0000
11.3150,0.9877,0.0000
11.3200,0.9878,0.0000
11.3250,0.9878,0.0000
11.3300,0.9878,0.0000
11.3350,0.9878,0.0000
11.3400,0.9878,0.0000
11.3450,0.9878,0.0000
11.3500,0.9878,0.0000
11.3550,0.9878,0.0000
11.3600,0.9878,0.0000
11.3650,0.9878,0.0000
11.3700,0.9879,0.0000
11.3750,0.9879,0.0000
11.3800,0.9879,0.0000
11.3850,0.9879,0.0000
11.3900,0.9879,0.0000
11.3950,0.9879,0.0000
11.4000,0.9879,0.0000
11.4050,0.9879,0.0000
11.4100,0.9879,0.0000
11.4150,0.9880,0.0000
11.4200,0.9880,0.0000
11.4250,0.9880,0.0000
11.4300,0.9880,0.0000
11.4350,0.9880,0.0000
11.4400,0.9880,0.0000
11.4450,0.9880,0.0000
11.4500,0.9880,0.0000
11.4550,0.9880,0.0000
11.4600,0.9880,0.0000
11.4650,0.9881,0.0000
11.4700,0.9881,0.0000
11.4750,0.9881,0.0000
11.4800,0.9881,0.0000
11.4850,0.9881,0.0000
11.4900,0.9881,0.0000
11.4950,0.9881,0.0000
11.5000,0.9881,0.0000
11.5050,0.9881,0.0000
11.5100,0.9882,0.0000
11.5150,0.9882,0.0000
11.5200,0.9882,0.0000
11.5250,0.9882,0.0000
11.5300,0.9882,0.0000
11.5350,0.9882,0.0000
11.5400,0.9882,0.0000
11.5450,0.9882,0.0000
11.5500,0.9882,0.0000
11.5550,0.9882,0.0000
11.5600,0.9883,0.0000
11.5650,0.9883,0.0000
11.5700,0.9883,0.0000
11.5750,0.9883,0.0000
11.5800,0.9883,0.0000
11.5850,0.9883,0.0000
11.5900,0.9883,0.0000
11.5950,0.9883,0.0000
11.6000,0.9883,0.0000
11.6050,0.9883,0.0000
11.6100,0.9884,0.0000
11.6150,0.9884,0.0000
11.6200,0.9884,0.0000
11.6250,0.9884,0.0000
11.6300,0.9884,0.0000
11.6350,0.9884,0.0000
11.6400,0.9884,0.0000
11.6450,0.9884,0.0000
11.6500,0.9884,0.0000
11.6550,0.9884,0.0000
11.6600,0.9885,0.0000
11.6650,0.9885,0.0000
11.6700,0.9885,0.0000
11.6750,0.9885,0.0000
11.6800,0.9885,0.0000
11.6850,0.9885,0.0000
11.6900,0.9885,0.0000
11.6950,0.9885,0.0000
11.7000,0.9885,0.0000
11.7050,0.9885,0.0000
11.7100,0.9885,0.0000
11.7150,0.9886,0.0000
11.7200,0.9886,0.0000
11.7250,0.9886,0.0000
11.7300,0.9886,0.0000
11.7350,0.9886,0.0000
11.7400,0.9886,0.0000
11.7450,0.9886,0.0000
11.7500,0.9886,0.0000
11.7550,0.9886,0.0000
11.7600,0.9886,0.0000
11.7650,0.9887,0.0000
11.7700,0.9887,0.0000
11.7750,0.9887,0.0000
11.7800,0.9887,0.0000
11.7850,0.9887,0.0000
11.7900,0.9887,0.0000
11.7950,0.9887,0.0000
11.8000,0.9887,0.0000
11.8050,0.9887,0.0000
11.8100,0.9887,0.0000
11.8150,0.9888,0.0000
11.8200,0.9888,0.0000
11.8250,0.9888,0.0000
11.8300,0.9888,0.0000
11.8350,0.9888,0.0000
11.8400,0.9888,0.0000
11.8450,0.9888,0.0000
11.8500,0.9888,0.0000
11.8550,0.9888,0.0000
11.8600,0.9888,0.0000
11.8650,0.9888,0.0000
11.8700,0.9889,0.0000
11.8750,0.9889,0.0000
11.8800,0.9889,0.0000
11.8850,0.9889,0.0000
11.8900,0.9889,0.0000
11.8950,0.9889,0.0000
11.9000,0.9889,0.0000
11.9050,0.9889,0.0000
11.9100,0.9889,0.0000
11.9150,0.9889,0.0000
11.9200,0.9889,0.0000
11.9250,0.9890,0.0000
11.9300,0.9890,0.0000
11.9350,0.9890,0.0000
11.9400,0.9890,0.0000
11.9450,0.9890,0.0000
11.9500,0.9890,0.0000
11.9550,0.9890,0.0000
11.9600,0.9890,0.0000
11.9650,0.9890,0.0000
11.9700,0.9890,0.0000
11.9750,0.9890,0.0000
11.9800,0.9891,0.0000
11.9850,0.9891,0.0000
11.9900,0.9891,0.0000
11.9950,0.9891,0.0000
12.0000,0.9891,0.0000
12.0050,0.9891,0.0000
12.0100,0.9891,0.0000
12.0150,0.9891,0.0000
12.0200,0.9891,0.0000
12.0250,0.9891,0.0000
12.0300,0.9891,0.0000
12.0350,0.9892,0.0000
12.0400,0.9892,0.0000
12.0450,0.9892,0.0000
12.0500,0.9892,0.0000
12.0550,0.9892,0.0000
12.0600,0.9892,0.0000
12.0650,0.9892,0.0000
12.0700,0.9892,0.0000
12.0750,0.9892,0.0000
12.0800,0.9892,0.0000
12.0850,0.9892,0.0000
12.0900,0.9893,0.0000
12.0950,0.9893,0.0000
12.1000,0.9893,0.0000
12.1050,0.9893,0.0000
12.1100,0.9893,0.0000
12.1150,0.9893,0.0000
12.1200,0.9893,0.0000
12.1250,0.9893,0.0000
12.1300,0.9893,0.0000
12.1350,0.9893,0.0000
12.1400,0.9893,0.0000
12.1450,0.9894,0.0000
12.1500,0.9894,0.0000
12.1550,0.9894,0.0000
12.1600,0.9894,0.0000
12.1650,0.9894,0.0000
12.1700,0.9894,0.0000
12.1750,0.9894,0.0000
12.1800,0.9894,0.0000
12.1850,0.9894,0.0000
12.1900,0.9894,0.0000
12.1950,0.9894,0.0000
12.2000,0.9894,0.0000
12.2050,0.9895,0.0000
12.2100,0.9895,0.0000
12.2150,0.9895,0.0000
12.2200,0.9895,0.0000
12.2250,0.9895,0.0000
12.2300,0.9895,0.0000
12.2350,0.9895,0.0000
12.2400,0.9895,0.0000
12.2450,0.9895,0.0000
12.2500,0.9895,0.0000
12.2550,0.9895,0.0000
12.2600,0.9895,0.0000
12.2650,0.9896,0.0000
12.2700,0.9896,0.0000
12.2750,0.9896,0.0000
12.2800,0.9896,0.0000
12.2850,0.9896,0.0000
12.2900,0.9896,0.0000
12.2950,0.9896,0.0000
12.3000,0.9896,0.0000
12.3050,0.9896,0.0000
12.3100,0.9896,0.0000
12.3150,0.9896,0.0000
12.3200,0.9896,0.0000
