# wl, TX, emissivity
5.46,0.90,0.03
5.47,0.90,0.03
5.47,0.90,0.03
5.48,0.90,0.03
5.48,0.90,0.03
5.49,0.90,0.03
5.49,0.90,0.03
5.50,0.90,0.03
5.50,0.90,0.03
5.51,0.90,0.03
5.51,0.90,0.03
5.52,0.90,0.03
5.52,0.90,0.03
5.53,0.90,0.03
5.53,0.90,0.03
5.54,0.90,0.03
5.54,0.90,0.03
5.55,0.90,0.03
5.55,0.90,0.03
5.56,0.90,0.03
5.56,0.90,0.03
5.57,0.90,0.03
5.57,0.90,0.03
5.58,0.90,0.03
5.58,0.90,0.03
5.59,0.90,0.03
5.59,0.90,0.03
5.60,0.90,0.03
5.60,0.90,0.03
5.61,0.90,0.03
5.61,0.90,0.03
5.62,0.90,0.03
5.62,0.90,0.03
5.63,0.90,0.03
5.63,0.90,0.03
5.64,0.90,0.03
5.64,0.90,0.03
5.65,0.90,0.03
5.65,0.90,0.03
5.66,0.90,0.03
5.66,0.90,0.03
5.67,0.90,0.03
5.67,0.90,0.03
5.68,0.90,0.03
5.68,0.90,0.03
5.69,0.90,0.03
5.69,0.90,0.03
5.70,0.90,0.03
5.70,0.90,0.03
5.71,0.90,0.03
5.71,0.90,0.03
5.72,0.90,0.03
5.72,0.90,0.03
5.73,0.90,0.03
5.73,0.90,0.03
5.74,0.90,0.03
5.74,0.90,0.03
5.75,0.90,0.03
5.75,0.90,0.03
5.76,0.90,0.03
5.76,0.90,0.03
5.77,0.90,0.03
5.77,0.90,0.03
5.78,0.90,0.03
5.78,0.90,0.03
5.79,0.90,0.03
5.79,0.90,0.03
5.80,0.90,0.03
5.80,0.90,0.03
5.81,0.90,0.03
5.81,0.90,0.03
5.82,0.90,0.03
5.82,0.90,0.03
5.83,0.90,0.03
5.83,0.90,0.03
5.84,0.90,0.03
5.84,0.90,0.03
5.85,0.90,0.03
5.85,0.90,0.03
5.86,0.90,0.03
5.86,0.90,0.03
5.87,0.90,0.03
5.87,0.90,0.03
5.88,0.90,0.03
5.88,0.90,0.03
5.89,0.90,0.03
5.89,0.90,0.03
5.90,0.90,0.03
5.90,0.90,0.03
5.91,0.90,0.03
5.91,0.90,0.03
5.92,0.90,0.03
5.92,0.90,0.03
5.93,0.90,0.03
5.93,0.90,0.03
5.94,0.90,0.03
5.94,0.90,0.03
5.95,0.90,0.03
5.95,0.90,0.03
5.96,0.90,0.03
5.96,0.90,0.03
5.97,0.90,0.03
5.97,0.90,0.03
5.98,0.90,0.03
5.98,0.90,0.03
5.99,0.90,0.03
5.99,0.90,0.03
6.00,0.90,0.03
6.00,0.90,0.03
6.01,0.90,0.03
6.01,0.90,0.03
6.02,0.90,0.03
6.02,0.90,0.03
6.03,0.90,0.03
6.03,0.90,0.03
6.04,0.90,0.03
6.04,0.90,0.03
6.05,0.90,0.03
6.05,0.90,0.03
6.06,0.90,0.03
6.06,0.90,0.03
6.07,0.90,0.03
6.07,0.90,0.03
6.08,0.90,0.03
6.08,0.90,0.03
6.09,0.90,0.03
6.09,0.90,0.03
6.10,0.90,0.03
6.10,0.90,0.03
6.11,0.90,0.03
6.11,0.90,0.03
6.12,0.90,0.03
6.12,0.90,0.03
6.13,0.90,0.03
6.13,0.90,0.03
6.14,0.90,0.03
6.14,0.90,0.03
6.15,0.90,0.03
6.15,0.90,0.03
6.16,0.90,0.03
6.16,0.90,0.03
6.17,0.90,0.03
6.17,0.90,0.03
6.18,0.90,0.03
6.18,0.90,0.03
6.19,0.90,0.03
6.19,0.90,0.03
6.20,0.90,0.03
6.20,0.90,0.03
6.21,0.90,0.03
6.21,0.90,0.03
6.22,0.90,0.03
6.22,0.90,0.03
6.23,0.90,0.03
6.23,0.90,0.03
6.24,0.90,0.03
6.24,0.90,0.03
6.25,0.90,0.03
6.25,0.90,0.03
6.26,0.90,0.03
6.26,0.90,0.03
6.27,0.90,0.03
6.27,0.90,0.03
6.28,0.90,0.03
6.28,0.90,0.03
6.29,0.90,0.03
6.29,0.90,0.03
6.30,0.90,0.03
6.30,0.90,0.03
6.31,0.90,0.03
6.31,0.90,0.03
6.32,0.90,0.03
6.32,0.90,0.03
6.33,0.90,0.03
6.33,0.90,0.03
6.34,0.90,0.03
6.34,0.90,0.03
6.35,0.90,0.03
6.35,0.90,0.03
6.36,0.90,0.03
6.36,0.90,0.03
6.37,0.90,0.03
6.37,0.90,0.03
6.38,0.90,0.03
6.38,0.90,0.03
6.39,0.90,0.03
6.39,0.90,0.03
6.40,0.90,0.03
6.40,0.90,0.03
6.41,0.90,0.03
6.41,0.90,0.03
6.42,0.90,0.03
6.42,0.90,0.03
6.43,0.90,0.03
6.43,0.90,0.03
6.44,0.90,0.03
6.44,0.90,0.03
6.45,0.90,0.03
6.45,0.90,0.03
6.46,0.90,0.03
6.46,0.90,0.03
6.47,0.90,0.03
6.47,0.90,0.03
6.48,0.90,0.03
6.48,0.90,0.03
6.49,0.90,0.03
6.49,0.90,0.03
6.50,0.90,0.03
6.50,0.90,0.03
6.51,0.90,0.03
6.51,0.90,0.03
6.52,0.90,0.03
6.52,0.90,0.03
6.53,0.90,0.03
6.53,0.90,0.03
6.54,0.90,0.03
6.54,0.90,0.03
6.55,0.90,0.03
6.55,0.90,0.03
6.56,0.90,0.03
6.56,0.90,0.03
6.57,0.90,0.03
6.57,0.90,0.03
6.58,0.90,0.03
6.58,0.90,0.03
6.59,0.90,0.03
6.59,0.90,0.03
6.60,0.90,0.03
6.60,0.90,0.03
6.61,0.90,0.03
6.61,0.90,0.03
6.62,0.90,0.03
6.62,0.90,0.03
6.63,0.90,0.03
6.63,0.90,0.03
6.64,0.90,0.03
6.64,0.90,0.03
6.65,0.90,0.03
6.65,0.90,0.03
6.66,0.90,0.03
6.66,0.90,0.03
6.67,0.90,0.03
6.67,0.90,0.03
6.68,0.90,0.03
6.68,0.90,0.03
6.69,0.90,0.03
6.69,0.90,0.03
6.70,0.90,0.03
6.70,0.90,0.03
6.71,0.90,0.03
6.71,0.90,0.03
6.72,0.90,0.03
6.72,0.90,0.03
6.73,0.90,0.03
6.73,0.90,0.03
6.74,0.90,0.03
6.74,0.90,0.03
6.75,0.90,0.03
6.75,0.90,0.03
6.76,0.90,0.03
6.76,0.90,0.03
6.77,0.90,0.03
6.77,0.90,0.03
6.78,0.90,0.03
6.78,0.90,0.03
6.79,0.90,0.03
6.79,0.90,0.03
6.80,0.90,0.03
6.80,0.90,0.03
6.81,0.90,0.03
6.81,0.90,0.03
6.82,0.90,0.03
6.82,0.90,0.03
6.83,0.90,0.03
6.83,0.90,0.03
6.84,0.90,0.03
6.84,0.90,0.03
6.85,0.90,0.03
6.85,0.90,0.03
6.86,0.90,0.03
6.86,0.90,0.03
6.87,0.90,0.03
6.87,0.90,0.03
6.88,0.90,0.03
6.88,0.90,0.03
6.89,0.90,0.03
6.89,0.90,0.03
6.90,0.90,0.03
6.90,0.90,0.03
6.91,0.90,0.03
6.91,0.90,0.03
6.92,0.90,0.03
6.92,0.90,0.03
6.93,0.90,0.03
6.93,0.90,0.03
6.94,0.90,0.03
6.94,0.90,0.03
6.95,0.90,0.03
6.95,0.90,0.03
6.96,0.90,0.03
6.96,0.90,0.03
6.97,0.90,0.03
6.97,0.90,0.03
6.98,0.90,0.03
6.98,0.90,0.03
6.99,0.90,0.03
6.99,0.90,0.03
7.00,0.90,0.03
7.00,0.90,0.03
7.01,0.90,0.03
7.01,0.90,0.03
7.02,0.90,0.03
7.02,0.90,0.03
7.03,0.90,0.03
7.03,0.90,0.03
7.04,0.90,0.03
7.04,0.90,0.03
7.05,0.90,0.03
7.05,0.90,0.03
7.06,0.90,0.03
7.06,0.90,0.03
7.07,0.90,0.03
7.07,0.90,0.03
7.08,0.90,0.03
7.08,0.90,0.03
7.09,0.90,0.03
7.09,0.90,0.03
7.10,0.90,0.03
7.10,0.90,0.03
7.11,0.90,0.03
7.11,0.90,0.03
7.12,0.90,0.03
7.12,0.90,0.03
7.13,0.90,0.03
7.13,0.90,0.03
7.14,0.90,0.03
7.14,0.90,0.03
7.15,0.90,0.03
7.15,0.90,0.03
7.16,0.90,0.03
7.16,0.90,0.03
7.17,0.90,0.03
7.17,0.90,0.03
7.18,0.90,0.03
7.18,0.90,0.03
7.19,0.90,0.03
7.19,0.90,0.03
7.20,0.90,0.03
7.20,0.90,0.03
7.21,0.90,0.03
7.21,0.90,0.03
7.22,0.90,0.03
7.22,0.90,0.03
7.23,0.90,0.03
7.23,0.90,0.03
7.24,0.90,0.03
7.24,0.90,0.03
7.25,0.90,0.03
7.25,0.90,0.03
7.26,0.90,0.03
7.26,0.90,0.03
7.27,0.90,0.03
7.27,0.90,0.03
7.28,0.90,0.03
7.28,0.90,0.03
7.29,0.90,0.03
7.29,0.90,0.03
7.30,0.90,0.03
7.30,0.90,0.03
7.31,0.90,0.03
7.31,0.90,0.03
7.32,0.90,0.03
7.32,0.90,0.03
7.33,0.90,0.03
7.33,0.90,0.03
7.34,0.90,0.03
7.34,0.90,0.03
7.35,0.90,0.03
7.35,0.90,0.03
7.36,0.90,0.03
7.36,0.90,0.03
7.37,0.90,0.03
7.37,0.90,0.03
7.38,0.90,0.03
7.38,0.90,0.03
7.39,0.90,0.03
7.39,0.90,0.03
7.40,0.90,0.03
7.40,0.90,0.03
7.41,0.90,0.03
7.41,0.90,0.03
7.42,0.90,0.03
7.42,0.90,0.03
7.43,0.90,0.03
7.43,0.90,0.03
7.44,0.90,0.03
7.44,0.90,0.03
7.45,0.90,0.03
7.45,0.90,0.03
7.46,0.90,0.03
7.46,0.90,0.03
7.47,0.90,0.03
7.47,0.90,0.03
7.48,0.90,0.03
7.48,0.90,0.03
7.49,0.90,0.03
7.49,0.90,0.03
7.50,0.90,0.03
7.50,0.90,0.03
7.51,0.90,0.03
7.51,0.90,0.03
7.52,0.90,0.03
7.52,0.90,0.03
7.53,0.90,0.03
7.53,0.90,0.03
7.54,0.90,0.03
7.54,0.90,0.03
7.55,0.90,0.03
7.55,0.90,0.03
7.56,0.90,0.03
7.56,0.90,0.03
7.57,0.90,0.03
7.57,0.90,0.03
7.58,0.90,0.03
7.58,0.90,0.03
7.59,0.90,0.03
7.59,0.90,0.03
7.60,0.90,0.03
7.60,0.90,0.03
7.61,0.90,0.03
7.61,0.90,0.03
7.62,0.90,0.03
7.62,0.90,0.03
7.63,0.90,0.03
7.63,0.90,0.03
7.64,0.90,0.03
7.64,0.90,0.03
7.65,0.90,0.03
7.65,0.90,0.03
7.66,0.90,0.03
7.66,0.90,0.03
7.67,0.90,0.03
7.67,0.90,0.03
7.68,0.90,0.03
7.68,0.90,0.03
7.69,0.90,0.03
7.69,0.90,0.03
7.70,0.90,0.03
7.70,0.90,0.03
7.71,0.90,0.03
7.71,0.90,0.03
7.72,0.90,0.03
7.72,0.90,0.03
7.73,0.90,0.03
7.73,0.90,0.03
7.74,0.90,0.03
7.74,0.90,0.03
7.75,0.90,0.03
7.75,0.90,0.03
7.76,0.90,0.03
7.76,0.90,0.03
7.77,0.90,0.03
7.77,0.90,0.03
7.78,0.90,0.03
7.78,0.90,0.03
7.79,0.90,0.03
7.79,0.90,0.03
7.80,0.90,0.03
7.80,0.90,0.03
7.81,0.90,0.03
7.81,0.90,0.03
7.82,0.90,0.03
7.82,0.90,0.03
7.83,0.90,0.03
7.83,0.90,0.03
7.84,0.90,0.03
7.84,0.90,0.03
7.85,0.90,0.03
7.85,0.90,0.03
7.86,0.90,0.03
7.86,0.90,0.03
7.87,0.90,0.03
7.87,0.90,0.03
7.88,0.90,0.03
7.88,0.90,0.03
7.89,0.90,0.03
7.89,0.90,0.03
7.90,0.90,0.03
7.90,0.90,0.03
7.91,0.90,0.03
7.91,0.90,0.03
7.92,0.90,0.03
7.92,0.90,0.03
7.93,0.90,0.03
7.93,0.90,0.03
7.94,0.90,0.03
7.94,0.90,0.03
7.95,0.90,0.03
7.95,0.90,0.03
7.96,0.90,0.03
7.96,0.90,0.03
7.97,0.90,0.03
7.97,0.90,0.03
7.98,0.90,0.03
7.98,0.90,0.03
7.99,0.90,0.03
7.99,0.90,0.03
8.00,0.90,0.03
8.00,0.90,0.03
8.01,0.90,0.03
8.01,0.90,0.03
8.02,0.90,0.03
8.02,0.90,0.03
8.03,0.90,0.03
8.03,0.90,0.03
8.04,0.90,0.03
8.04,0.90,0.03
8.05,0.90,0.03
8.05,0.90,0.03
8.06,0.90,0.03
8.06,0.90,0.03
8.07,0.90,0.03
8.07,0.90,0.03
8.08,0.90,0.03
8.08,0.90,0.03
8.09,0.90,0.03
8.09,0.90,0.03
8.10,0.90,0.03
8.10,0.90,0.03
8.11,0.90,0.03
8.11,0.90,0.03
8.12,0.90,0.03
8.12,0.90,0.03
8.13,0.90,0.03
8.13,0.90,0.03
8.14,0.90,0.03
8.14,0.90,0.03
8.15,0.90,0.03
8.15,0.90,0.03
8.16,0.90,0.03
8.16,0.90,0.03
8.17,0.90,0.03
8.17,0.90,0.03
8.18,0.90,0.03
8.18,0.90,0.03
8.19,0.90,0.03
8.19,0.90,0.03
8.20,0.90,0.03
8.20,0.90,0.03
8.21,0.90,0.03
8.21,0.90,0.03
8.22,0.90,0.03
8.22,0.90,0.03
8.23,0.90,0.03
8.23,0.90,0.03
8.24,0.90,0.03
8.24,0.90,0.03
8.25,0.90,0.03
8.25,0.90,0.03
8.26,0.90,0.03
8.26,0.90,0.03
8.27,0.90,0.03
8.27,0.90,0.03
8.28,0.90,0.03
8.28,0.90,0.03
8.29,0.90,0.03
8.29,0.90,0.03
8.30,0.90,0.03
8.30,0.90,0.03
8.31,0.90,0.03
8.31,0.90,0.03
8.32,0.90,0.03
8.32,0.90,0.03
8.33,0.90,0.03
8.33,0.90,0.03
8.34,0.90,0.03
8.34,0.90,0.03
8.35,0.90,0.03
8.35,0.90,0.03
8.36,0.90,0.03
8.36,0.90,0.03
8.37,0.90,0.03
8.37,0.90,0.03
8.38,0.90,0.03
8.38,0.90,0.03
8.39,0.90,0.03
8.39,0.90,0.03
8.40,0.90,0.03
8.40,0.90,0.03
8.41,0.90,0.03
8.41,0.90,0.03
8.42,0.90,0.03
8.42,0.90,0.03
8.43,0.90,0.03
8.43,0.90,0.03
8.44,0.90,0.03
8.44,0.90,0.03
8.45,0.90,0.03
8.45,0.90,0.03
8.46,0.90,0.03
8.46,0.90,0.03
8.47,0.90,0.03
8.47,0.90,0.03
8.48,0.90,0.03
8.48,0.90,0.03
8.49,0.90,0.03
8.49,0.90,0.03
8.50,0.90,0.03
8.50,0.90,0.03
8.51,0.90,0.03
8.51,0.90,0.03
8.52,0.90,0.03
8.52,0.90,0.03
8.53,0.90,0.03
8.53,0.90,0.03
8.54,0.90,0.03
8.54,0.90,0.03
8.55,0.90,0.03
8.55,0.90,0.03
8.56,0.90,0.03
8.56,0.90,0.03
8.57,0.90,0.03
8.57,0.90,0.03
8.58,0.90,0.03
8.58,0.90,0.03
8.59,0.90,0.03
8.59,0.90,0.03
8.60,0.90,0.03
8.60,0.90,0.03
8.61,0.90,0.03
8.61,0.90,0.03
8.62,0.90,0.03
8.62,0.90,0.03
8.63,0.90,0.03
8.63,0.90,0.03
8.64,0.90,0.03
8.64,0.90,0.03
8.65,0.90,0.03
8.65,0.90,0.03
8.66,0.90,0.03
8.66,0.90,0.03
8.67,0.90,0.03
8.67,0.90,0.03
8.68,0.90,0.03
8.68,0.90,0.03
8.69,0.90,0.03
8.69,0.90,0.03
8.70,0.90,0.03
8.70,0.90,0.03
8.71,0.90,0.03
8.71,0.90,0.03
8.72,0.90,0.03
8.72,0.90,0.03
8.73,0.90,0.03
8.73,0.90,0.03
8.74,0.90,0.03
8.74,0.90,0.03
8.75,0.90,0.03
8.75,0.90,0.03
8.76,0.90,0.03
8.76,0.90,0.03
8.77,0.90,0.03
8.77,0.90,0.03
8.78,0.90,0.03
8.78,0.90,0.03
8.79,0.90,0.03
8.79,0.90,0.03
8.80,0.90,0.03
8.80,0.90,0.03
8.81,0.90,0.03
8.81,0.90,0.03
8.82,0.90,0.03
8.82,0.90,0.03
8.83,0.90,0.03
8.83,0.90,0.03
8.84,0.90,0.03
8.84,0.90,0.03
8.85,0.90,0.03
8.85,0.90,0.03
8.86,0.90,0.03
8.86,0.90,0.03
8.87,0.90,0.03
8.87,0.90,0.03
8.88,0.90,0.03
8.88,0.90,0.03
8.89,0.90,0.03
8.89,0.90,0.03
8.90,0.90,0.03
8.90,0.90,0.03
8.91,0.90,0.03
8.91,0.90,0.03
8.92,0.90,0.03
8.92,0.90,0.03
8.93,0.90,0.03
8.93,0.90,0.03
8.94,0.90,0.03
8.94,0.90,0.03
8.95,0.90,0.03
8.95,0.90,0.03
8.96,0.90,0.03
8.96,0.90,0.03
8.97,0.90,0.03
8.97,0.90,0.03
8.98,0.90,0.03
8.98,0.90,0.03
8.99,0.90,0.03
8.99,0.90,0.03
9.00,0.90,0.03
9.00,0.90,0.03
9.01,0.90,0.03
9.01,0.90,0.03
9.02,0.90,0.03
9.02,0.90,0.03
9.03,0.90,0.03
9.03,0.90,0.03
9.04,0.90,0.03
9.04,0.90,0.03
9.05,0.90,0.03
9.05,0.90,0.03
9.06,0.90,0.03
9.06,0.90,0.03
9.07,0.90,0.03
9.07,0.90,0.03
9.08,0.90,0.03
9.08,0.90,0.03
9.09,0.90,0.03
9.09,0.90,0.03
9.10,0.90,0.03
9.10,0.90,0.03
9.11,0.90,0.03
9.11,0.90,0.03
9.12,0.90,0.03
9.12,0.90,0.03
9.13,0.90,0.03
9.13,0.90,0.03
9.14,0.90,0.03
9.14,0.90,0.03
9.15,0.90,0.03
9.15,0.90,0.03
9.16,0.90,0.03
9.16,0.90,0.03
9.17,0.90,0.03
9.17,0.90,0.03
9.18,0.90,0.03
9.18,0.90,0.03
9.19,0.90,0.03
9.19,0.90,0.03
9.20,0.90,0.03
9.20,0.90,0.03
9.21,0.90,0.03
9.21,0.90,0.03
9.22,0.90,0.03
9.22,0.90,0.03
9.23,0.90,0.03
9.23,0.90,0.03
9.24,0.90,0.03
9.24,0.90,0.03
9.25,0.90,0.03
9.25,0.90,0.03
9.26,0.90,0.03
9.26,0.90,0.03
9.27,0.90,0.03
9.27,0.90,0.03
9.28,0.90,0.03
9.28,0.90,0.03
9.29,0.90,0.03
9.29,0.90,0.03
9.30,0.90,0.03
9.30,0.90,0.03
9.31,0.90,0.03
9.31,0.90,0.03
9.32,0.90,0.03
9.32,0.90,0.03
9.33,0.90,0.03
9.33,0.90,0.03
9.34,0.90,0.03
9.34,0.90,0.03
9.35,0.90,0.03
9.35,0.90,0.03
9.36,0.90,0.03
9.36,0.90,0.03
9.37,0.90,0.03
9.37,0.90,0.03
9.38,0.90,0.03
9.38,0.90,0.03
9.39,0.90,0.03
9.39,0.90,0.03
9.40,0.90,0.03
9.40,0.90,0.03
9.41,0.90,0.03
9.41,0.90,0.03
9.42,0.90,0.03
9.42,0.90,0.03
9.43,0.90,0.03
9.43,0.90,0.03
9.44,0.90,0.03
9.44,0.90,0.03
9.45,0.90,0.03
9.45,0.90,0.03
9.46,0.90,0.03
9.46,0.90,0.03
9.47,0.90,0.03
9.47,0.90,0.03
9.48,0.90,0.03
9.48,0.90,0.03
9.49,0.90,0.03
9.49,0.90,0.03
9.50,0.90,0.03
9.50,0.90,0.03
9.51,0.90,0.03
9.51,0.90,0.03
9.52,0.90,0.03
9.52,0.90,0.03
9.53,0.90,0.03
9.53,0.90,0.03
9.54,0.90,0.03
9.54,0.90,0.03
9.55,0.90,0.03
9.55,0.90,0.03
9.56,0.90,0.03
9.56,0.90,0.03
9.57,0.90,0.03
9.57,0.90,0.03
9.58,0.90,0.03
9.58,0.90,0.03
9.59,0.90,0.03
9.59,0.90,0.03
9.60,0.90,0.03
9.60,0.90,0.03
9.61,0.90,0.03
9.61,0.90,0.03
9.62,0.90,0.03
9.62,0.90,0.03
9.63,0.90,0.03
9.63,0.90,0.03
9.64,0.90,0.03
9.64,0.90,0.03
9.65,0.90,0.03
9.65,0.90,0.03
9.66,0.90,0.03
9.66,0.90,0.03
9.67,0.90,0.03
9.67,0.90,0.03
9.68,0.90,0.03
9.68,0.90,0.03
9.69,0.90,0.03
9.69,0.90,0.03
9.70,0.90,0.03
9.70,0.90,0.03
9.71,0.90,0.03
9.71,0.90,0.03
9.72,0.90,0.03
9.72,0.90,0.03
9.73,0.90,0.03
9.73,0.90,0.03
9.74,0.90,0.03
9.74,0.90,0.03
9.75,0.90,0.03
9.75,0.90,0.03
9.76,0.90,0.03
9.76,0.90,0.03
9.77,0.90,0.03
9.77,0.90,0.03
9.78,0.90,0.03
9.78,0.90,0.03
9.79,0.90,0.03
9.79,0.90,0.03
9.80,0.90,0.03
9.80,0.90,0.03
9.81,0.90,0.03
9.81,0.90,0.03
9.82,0.90,0.03
9.82,0.90,0.03
9.83,0.90,0.03
9.83,0.90,0.03
9.84,0.90,0.03
9.84,0.90,0.03
9.85,0.90,0.03
9.85,0.90,0.03
9.86,0.90,0.03
9.86,0.90,0.03
9.87,0.90,0.03
9.87,0.90,0.03
9.88,0.90,0.03
9.88,0.90,0.03
9.89,0.90,0.03
9.89,0.90,0.03
9.90,0.90,0.03
9.90,0.90,0.03
9.91,0.90,0.03
9.91,0.90,0.03
9.92,0.90,0.03
9.92,0.90,0.03
9.93,0.90,0.03
9.93,0.90,0.03
9.94,0.90,0.03
9.94,0.90,0.03
9.95,0.90,0.03
9.95,0.90,0.03
9.96,0.90,0.03
9.96,0.90,0.03
9.97,0.90,0.03
9.97,0.90,0.03
9.98,0.90,0.03
9.98,0.90,0.03
9.99,0.90,0.03
9.99,0.90,0.03
10.00,0.90,0.03
10.00,0.90,0.03
10.01,0.90,0.03
10.01,0.90,0.03
10.02,0.90,0.03
10.02,0.90,0.03
10.03,0.90,0.03
10.03,0.90,0.03
10.04,0.90,0.03
10.04,0.90,0.03
10.05,0.90,0.03
10.05,0.90,0.03
10.06,0.90,0.03
10.06,0.90,0.03
10.07,0.90,0.03
10.07,0.90,0.03
10.08,0.90,0.03
10.08,0.90,0.03
10.09,0.90,0.03
10.09,0.90,0.03
10.10,0.90,0.03
10.10,0.90,0.03
10.11,0.90,0.03
10.11,0.90,0.03
10.12,0.90,0.03
10.12,0.90,0.03
10.13,0.90,0.03
10.13,0.90,0.03
10.14,0.90,0.03
10.14,0.90,0.03
10.15,0.90,0.03
10.15,0.90,0.03
10.16,0.90,0.03
10.16,0.90,0.03
10.17,0.90,0.03
10.17,0.90,0.03
10.18,0.90,0.03
10.18,0.90,0.03
10.19,0.90,0.03
10.19,0.90,0.03
10.20,0.90,0.03
10.20,0.90,0.03
10.21,0.90,0.03
10.21,0.90,0.03
10.22,0.90,0.03
10.22,0.90,0.03
10.23,0.90,0.03
10.23,0.90,0.03
10.24,0.90,0.03
10.24,0.90,0.03
10.25,0.90,0.03
10.25,0.90,0.03
10.26,0.90,0.03
10.26,0.90,0.03
10.27,0.90,0.03
10.27,0.90,0.03
10.28,0.90,0.03
10.28,0.90,0.03
10.29,0.90,0.03
10.29,0.90,0.03
10.30,0.90,0.03
10.30,0.90,0.03
10.31,0.90,0.03
10.31,0.90,0.03
10.32,0.90,0.03
10.32,0.90,0.03
10.33,0.90,0.03
10.33,0.90,0.03
10.34,0.90,0.03
10.34,0.90,0.03
10.35,0.90,0.03
10.35,0.90,0.03
10.36,0.90,0.03
10.36,0.90,0.03
10.37,0.90,0.03
10.37,0.90,0.03
10.38,0.90,0.03
10.38,0.90,0.03
10.39,0.90,0.03
10.39,0.90,0.03
10.40,0.90,0.03
10.40,0.90,0.03
10.41,0.90,0.03
10.41,0.90,0.03
10.42,0.90,0.03
10.42,0.90,0.03
10.43,0.90,0.03
10.43,0.90,0.03
10.44,0.90,0.03
10.44,0.90,0.03
10.45,0.90,0.03
10.45,0.90,0.03
10.46,0.90,0.03
10.46,0.90,0.03
10.47,0.90,0.03
10.47,0.90,0.03
10.48,0.90,0.03
10.48,0.90,0.03
10.49,0.90,0.03
10.49,0.90,0.03
